0	10	1	1
0.00770972	9.40816	2.99719	1.12779
0.0175395	8.92164	5.35684	1.46991
0.0285741	8.68193	7.82671	2.05762
0.0408142	8.7373	10.4272	2.94783
0.0538204	9.1108	13.1045	4.18849
0.0674955	9.80257	15.8723	5.87783
0.0820342	10.8249	18.7611	8.2023
0.0975474	12.1844	21.6947	11.4118
0.114324	13.8799	24.4522	15.8621
0.133378	15.9209	26.5229	22.1788
0.14618	17.2279	26.9006	27.0292
0.160384	18.4669	26.0486	32.6491
0.172775	19.2448	24.0846	37.3774
0.185166	19.6367	21.0224	41.5338
0.197557	19.5705	17.0774	44.7569
0.207887	19.1428	13.371	46.5514
0.218217	18.3854	9.54805	47.481
0.228548	17.3315	5.84824	47.5916
0.238878	16.0324	2.46699	47.0025
0.249208	14.5506	-0.46555	45.8777
0.259539	12.9516	-2.88844	44.3925
0.269869	11.2975	-4.80009	42.7085
0.283331	9.14676	-6.5945	40.4285
0.300809	6.49627	-7.97642	37.6123
0.31622	4.38057	-8.56337	35.4202
0.334064	2.24159	-8.78469	33.2783
0.351907	0.441358	-8.73535	31.532
0.369751	-1.04506	-8.5677	30.1165
0.390332	-2.42276	-8.3447	28.8069
0.412668	-3.58651	-8.148	27.6832
0.435004	-4.48668	-8.03941	26.794
0.45734	-5.19533	-8.03148	26.0902
0.479676	-5.77081	-8.12119	25.5431
0.502011	-6.25827	-8.29752	25.1376
0.524347	-6.69113	-8.54511	24.867
0.548704	-7.1281	-8.87492	24.7233
0.57444	-7.56987	-9.26236	24.7424
0.601729	-8.0263	-9.67809	24.9516
0.630503	-8.49243	-10.0719	25.3714
0.660383	-8.94423	-10.373	25.9937
0.690263	-9.33556	-10.5069	26.7507
0.720143	-9.63276	-10.4324	27.5619
0.750024	-9.80397	-10.1377	28.3299
0.781653	-9.82407	-9.61473	28.9862
0.813283	-9.67417	-8.94673	29.3909
0.844913	-9.37481	-8.23203	29.4964
0.876542	-8.96811	-7.56862	29.3064
0.908172	-8.50857	-7.03216	28.8669
0.939801	-8.05191	-6.66632	28.247
0.971431	-7.6462	-6.48526	27.5222
1.0063	-7.30038	-6.49194	26.6859
1.04597	-7.07159	-6.73385	25.7868
1.09025	-7.04287	-7.24911	24.9654
1.13453	-7.24874	-7.96199	24.448
1.17108	-7.5765	-8.6439	24.3195
1.20893	-8.03478	-9.36827	24.5174
1.24678	-8.56703	-10.0166	25.0664
1.28005	-9.04357	-10.4306	25.8118
1.31332	-9.46979	-10.6145	26.7318
1.34658	-9.78536	-10.5107	27.7119
1.37985	-9.93737	-10.1097	28.6077
1.41311	-9.89442	-9.46425	29.2775
1.44091	-9.7086	-8.81363	29.5886
1.46871	-9.40579	-8.1423	29.646
1.49651	-9.01869	-7.52179	29.4595
1.52431	-8.58746	-7.00699	29.0651
1.55361	-8.13046	-6.61507	28.4811
1.58465	-7.68932	-6.38354	27.7444
1.61832	-7.30467	-6.34063	26.8912
1.65614	-7.02587	-6.52464	25.9609
1.7	-6.93057	-6.9975	25.0374
1.74385	-7.08086	-7.69099	24.3957
1.78163	-7.39107	-8.4116	24.149
1.8194	-7.84047	-9.18078	24.2427
1.85717	-8.38627	-9.90822	24.7073
1.89017	-8.89328	-10.4166	25.4061
1.92316	-9.37145	-10.7142	26.3238
1.95616	-9.75791	-10.7261	27.3576
1.98916	-9.99181	-10.4183	28.3638
2.02215	-10.0289	-9.8202	29.1852
2.05017	-9.89479	-9.15366	29.6399
2.07818	-9.62115	-8.42719	29.8234
2.1062	-9.23838	-7.7252	29.7317
2.13421	-8.7885	-7.11769	29.3945
2.16223	-8.31741	-6.65074	28.8643
2.19198	-7.84142	-6.33216	28.1577
2.22394	-7.40414	-6.19487	27.314
2.25917	-7.05131	-6.26976	26.3717
2.30033	-6.84292	-6.61625	25.3649
2.34535	-6.87824	-7.25671	24.5038
2.38417	-7.12003	-7.97755	24.0557
2.423	-7.53442	-8.79564	23.9548
2.46182	-8.08378	-9.6275	24.2548
2.49466	-8.61108	-10.2534	24.8352
2.5275	-9.14349	-10.7118	25.6873
2.56034	-9.61876	-10.9098	26.7342
2.59318	-9.96904	-10.7799	27.8461
2.62602	-10.1343	-10.3108	28.8575
2.65886	-10.0788	-9.56516	29.606
2.68492	-9.87743	-8.85849	29.9353
2.71207	-9.54093	-8.10292	30.0017
2.73921	-9.11066	-7.4058	29.7988
2.76635	-8.63073	-6.82711	29.368
2.79459	-8.12688	-6.38799	28.7394
2.82457	-7.63525	-6.11734	27.9455
2.85706	-7.19827	-6.04293	27.023
2.89335	-6.866	-6.19948	26.0111
2.93698	-6.71128	-6.66959	24.9415
2.98061	-6.82649	-7.3888	24.1528
3.01923	-7.13866	-8.18187	23.7805
3.05785	-7.62113	-9.05833	23.7875
3.09647	-8.23095	-9.92328	24.2247
3.12834	-8.78359	-10.5322	24.9153
3.16155	-9.34759	-10.9584	25.9104
3.19103	-9.78063	-11.0771	26.9488
3.22051	-10.0947	-10.9022	28.0187
3.24999	-10.2437	-10.4316	28.9863
3.27947	-10.2004	-9.71815	29.7227
3.30894	-9.96431	-8.86137	30.1355
3.33505	-9.61666	-8.07951	30.2008
3.36116	-9.17508	-7.35755	29.9972
3.38727	-8.68236	-6.75382	29.5658
3.41492	-8.15312	-6.28073	28.9223
3.44426	-7.63245	-5.97945	28.1057
3.47602	-7.16301	-5.87701	27.1524
3.51132	-6.7949	-6.00545	26.1019
3.55351	-6.59535	-6.44067	24.9755
3.59802	-6.67327	-7.17108	24.0652
3.6366	-6.96686	-7.9808	23.6024
3.67518	-7.44555	-8.89649	23.5232
3.71376	-8.07001	-9.82944	23.8899
3.7458	-8.65524	-10.5214	24.5522
3.7791	-9.26839	-11.0465	25.556
3.80828	-9.75144	-11.252	26.6291
3.83745	-10.1251	-11.1554	27.7728
3.86663	-10.337	-10.7382	28.8493
3.8958	-10.351	-10.0398	29.7159
3.92498	-10.1575	-9.15498	30.26
3.95034	-9.83692	-8.33246	30.4261
3.9757	-9.40687	-7.54742	30.3091
4.00106	-8.90838	-6.86618	29.9431
4.02769	-8.35944	-6.30852	29.3486
4.0558	-7.80258	-5.91695	28.5621
4.08601	-7.2789	-5.71877	27.6185
4.11916	-6.8366	-5.74144	26.5577
4.15708	-6.53265	-6.02973	25.4131
4.20229	-6.46691	-6.67479	24.2727
4.23997	-6.65174	-7.41751	23.6038
4.27964	-7.06237	-8.35366	23.2663
4.31931	-7.66272	-9.37611	23.3884
4.35242	-8.27111	-10.2087	23.8881
4.38673	-8.95031	-10.934	24.7933
4.41668	-9.52488	-11.343	25.8615
4.44663	-10.017	-11.4477	27.0939
4.47657	-10.3603	-11.1905	28.3478
4.50652	-10.4988	-10.5756	29.452
4.53647	-10.402	-9.68217	30.2476
4.56086	-10.1526	-8.84284	30.5935
4.58525	-9.773	-7.99438	30.648
4.60963	-9.29829	-7.21323	30.4288
4.63506	-8.74739	-6.53099	29.9553
4.66159	-8.16257	-6.0004	29.2619
4.68982	-7.58129	-5.65079	28.3816
4.72037	-7.04831	-5.50852	27.3521
4.75417	-6.61504	-5.60128	26.2137
4.79377	-6.34365	-5.98872	24.9875
4.8312	-6.32634	-6.58444	24.0255
4.87098	-6.55236	-7.42176	23.3031
4.91076	-7.00947	-8.42444	22.9821
4.95055	-7.66411	-9.51697	23.1542
4.98311	-8.30831	-10.3869	23.7115
5.01718	-9.02984	-11.1474	24.702
5.04624	-9.62426	-11.5614	25.8311
5.0753	-10.1334	-11.6613	27.1251
5.10436	-10.4906	-11.388	28.4397
5.13341	-10.6391	-10.7451	29.6016
5.16247	-10.5473	-9.81165	30.4486
5.18635	-10.294	-8.92412	30.8314
5.21023	-9.90303	-8.02303	30.9096
5.2341	-9.40983	-7.18906	30.7005
5.25888	-8.83605	-6.4583	30.2273
