1 inguid1: Waypoint/line guidance against GPS target coordinates ' Missile ' May 17 2021 03:43:47
  0  0 40
time            FSPV1           FSPV2           FSPV3           pdynmc          
mach            lonx            latx            alt             dvbe            
psivgx          thtvgx          SBEG1           SBEG2           SBEG3           
VBEG1           VBEG2           VBEG3           mprop           cg              
thrust          cl_ov_cd        psivgcx         thtvgcx         anx             
avx             alphax          phimvx          phicx           phix            
qq              tip             alp             ancomx          alcomx          
alx             altd            altcom          wp_grdrange     wp_flag         
1494.35         10.2872         0               0               1.93323         
0               4.20755         -59.2074        -59.2439        -59.2074        
0.0633662       1.16205         0.0734356       1.93727         -1              
-1.66486        0.00992226      2000            12294.5         0               
107             0.0160993       -13.8101        -12.0637        27140.2         
0.698383        45.1607         35.1681         2000.27         232.234         
6.22049         0.0834174       18693.5         14609.9         -1000.27        
230.866         25.1636         -0.338111       4               135.154         
1485.94         10.2758         0               0               1.86386         
0               3.94129         -46.4759        -24.2959        -46.4759        
0.0340871       1.16207         0.0687885       1.38991         -0.395391       
-1.40725        0.338111        2000            12198.6         0               
107.5           0.190672        -5.47796        -13.755         27147           
0.698493        45.1608         35.1691         2000.86         232.272         
5.01593         0.526819        18809.1         14621.1         -1000.86        
231.373         20.3073         -2.13565        4               135.152         
1408.39         9.77039         0               0               1.50561         
0               2.87737         -18.8879        6.45411         -18.8879        
0.00236103      1.16246         0.0502196       0.799233        0.0848564       
-0.558202       2.13565         2000            12105           0               
108             0.205663        0.894606        -10.6836        27153.4         
0.698636        45.1609         35.1701         2002.32         232.314         
4.78036         0.855924        18924.8         14630.9         -1002.32        
231.48          19.358          -3.47033        4               135.15          
1274.38         8.01697         0               0               1.09124         
0               1.72675         7.14429         28.0476         7.14429         
-0.00758242     1.16326         0.0301375       0.579859        0.267338        
0.0911601       3.47033         2000            12012.7         0               
108.5           0.130822        3.37405         -7.15968        27150.8         
0.698676        45.1611         35.1712         2004.01         232.319         
5.07534         0.735788        19040.5         14640.8         -1004.01        
231.389         20.5505         -2.98334        4               135.149         
1180.35         6.10098         0               0               0.806156        
0               0.975209        26.845          40.8999         26.845          
-0.000925738    1.16402         0.0170206       0.642673        0.288089        
0.343815        2.98334         2000            11920.7         0               
109             0.0878643       4.24277         -5.74975        27146.9         
0.698677        45.1612         35.1722         2005.09         232.318         
5.55365         0.300313        19156.2         14651.5         -1005.09        
231.224         22.4829         -1.21767        4               135.148         
1145.65         5.5057          0               0               0.727945        
0               0.814361        36.8463         39.9575         36.8463         
0.0163533       1.1644          0.0142133       0.900144        0.25418         
0.432337        1.21767         2000            11828.6         0               
109.5           0.0617048       4.61957         -6.60199        27151.5         
0.698745        45.1613         35.1733         2005.21         232.342         
6.10945         -0.162329       19271.7         14663.3         -1005.21        
231.022         24.7276         0.658267        4               135.146         
1123.31         6.20996         0               0               0.820819        
0               1.10454         34.2802         27.6304         34.2802         
0.0294162       1.16444         0.0192779       1.09861         0.198157        
0.470733        -0.658267       2000            11736.2         0               
110             0.00722909      4.15809         -8.3992         27162           
0.698855        45.1614         35.1743         2004.56         232.38          
6.66156         -0.444349       19387.2         14676.3         -1004.56        
230.805         26.9563         1.80217         4               135.145         
1087.79         7.15669         0               0               0.954693        
0               1.47741         25.4309         17.3508         25.4309         
0.0332993       1.16437         0.0257857       1.15633         0.144706        
0.423708        -1.80217        2000            11643.6         0               
110.5           -0.0529126      3.30014         -9.83035        27170.7         
0.698924        45.1616         35.1753         2003.55         232.404         
7.12361         -0.519397       19502.5         14690.2         -1003.55        
230.6           28.8193         2.10676         4               135.143         
1053.48         7.80569         0               0               1.05633         
0               1.7512          17.98           12.9878         17.98           
0.033318        1.16432         0.0305641       1.16289         0.119838        
0.336284        -2.10676        2000            11550.8         0               
111             -0.0850977      2.7507          -10.5919        27174           
0.698922        45.1618         35.1764         2002.54         232.404         
7.49445         -0.459786       19617.8         14705           -1002.54        
230.411         30.3115         1.86497         4               135.142         
1038.91         8.1475          0               0               1.1148          
0               1.90405         14.3574         12.7114         14.3574         
0.0317786       1.16426         0.033232        1.14816         0.123773        
0.280295        -1.86497        2000            11457.9         0               
111.5           -0.0818074      2.65021         -10.8298        27173.1         
0.698874        45.1619         35.1774         2001.73         232.389         
7.82634         -0.340509       19733           14720.5         -1001.73        
230.22          31.6441         1.38108         4               135.141         
1046.5          8.2642          0               0               1.13574         
0               1.95391         13.7871         14.1924         13.7871         
0.0295462       1.16417         0.0341022       1.12022         0.140788        
0.270055        -1.38108        2000            11365           0               
112             -0.0561964      2.80246         -10.7301        27170.6         
0.698816        45.1621         35.1784         2001.17         232.372         
8.16387         -0.214522       19848           14736.7         -1001.17        
230.015         32.9977         0.870026        4               135.14          
1066.22         8.23065         0               0               1.12961         
0               1.93094         14.7689         15.9736         14.7689         
0.0273509       1.16404         0.0337013       1.08899         0.157603        
0.28557         -0.870026       2000            11272.1         0               
112.5           -0.025953       3.00817         -10.4613        27168.4         
0.698773        45.1623         35.1795         2000.84         232.359         
8.525           -0.112819       19963           14753.5         -1000.84        
229.791         34.4451         0.457531        4               135.138         
1086.46         8.11329         0               0               1.10869         
0               1.86963         16.1839         17.4465         16.1839         
0.0257072       1.16392         0.0326312       1.06308         0.16895         
0.306531        -0.457531       2000            11179.2         0               
113             -0.00257396     3.17388         -10.1591        27167.3         
0.698751        45.1625         35.1805         2000.68         232.353         
8.9095          -0.0474381      20077.8         14771.1         -1000.68        
229.549         35.9854         0.192377        4               135.137         
1100.56         7.97066         0               0               1.08402         
0               1.80038         17.4643         18.4786         17.4643         
0.0248166       1.16382         0.0314226       1.04697         0.174966        
0.323417        -0.192377       2000            11086.3         0               
113.5           0.0105281       3.28498         -9.91033        27167           
0.698744        45.1627         35.1815         2000.62         232.351         
9.31101         -0.0166179      20192.5         14789.5         -1000.62        
229.29          37.5929         0.0673906       4               135.136         
1107.33         7.84773         0               0               1.06336         
0               1.74397         18.4185         19.1187         18.4185         
0.0246238       1.16376         0.030438        1.04113         0.177581        
0.334738        -0.0673906      2000            10993.4         0               
114             0.0150222       3.35631         -9.75317        27167.3         
0.698747        45.1629         35.1826         2000.6          232.352         
9.72359         -0.0109687      20307.1         14808.7         -1000.6         
229.014         39.2432         0.0444814       4               135.134         
1108.68         7.76973         0               0               1.05053         
0               1.7101          19.0381         19.46           19.0381         
0.0249189       1.16372         0.0298468       1.04329         0.178571        
0.342007        -0.0444814      2000            10900.4         0               
114.5           0.0142339       3.40444         -9.68826        27167.8         
0.698753        45.1631         35.1836         2000.57         232.354         
10.1434         -0.0188464      20421.5         14828.8         -1000.57        
228.723         40.9205         0.0764285       4               135.133         
1107.21         7.74118         0               0               1.04591         
0               1.69905         19.3865         19.6029         19.3865         
0.0254429       1.16369         0.0296541       1.04989         0.179091        
0.346911        -0.0764285      2000            10807.4         0               
115             0.0111966       3.44039         -9.6931         27168.4         
0.698758        45.1634         35.1846         2000.52         232.356         
10.5684         -0.0301027      20535.8         14849.7         -1000.52        
228.415         42.6161         0.122078        4               135.132         
1105            7.7513          0               0               1.0476          
0               1.70507         19.5525         19.6475         19.5525         
0.0259715       1.16367         0.0297591       1.05751         0.179789        
0.350575        -0.122078       2000            10714.3         0               
115.5           0.00803103      3.47118         -9.73601        27168.8         
0.698761        45.1636         35.1857         2000.45         232.357         
10.9974         -0.0380622      20649.9         14871.4         -1000.45        
228.09          44.3254         0.154357        4               135.13          
1103.33         7.78267         0               0               1.05277         
0               1.72009         19.6287         19.6825         19.6287         
0.0263646       1.16364         0.0300213       1.06378         0.180997        
0.353712        -0.154357       2000            10621.1         0               
116             0.00592864      3.50198         -9.7875         27169.1         
0.698761        45.1638         35.1867         2000.37         232.357         
11.4301         -0.0399155      20763.9         14894           -1000.37        
227.749         46.047          0.161873        4               135.129         
1102.7          7.81886         0               0               1.05876         
0               1.7368          19.6953         19.7698         19.6953         
0.0265749       1.16361         0.0303129       1.06764         0.182834        
0.356851        -0.161873       2000            10527.9         0               
116.5           0.00529681      3.53667         -9.82726        27169.3         
0.69876         45.1641         35.1877         2000.29         232.357         
11.867          -0.0359691      20877.7         14917.4         -1000.29        
227.391         47.7818         0.145869        4               135.127         
1103.12         7.84886         0               0               1.06376         
0               1.75037         19.8071         19.9381         19.8071         
0.0266266       1.16358         0.0305497       1.06918         0.18526         
0.360386        -0.145869       2000            10434.6         0               
117             0.00595972      3.57745         -9.84628        27169.3         
0.698757        45.1644         35.1887         2000.23         232.356         
12.3084         -0.0283364      20991.3         14941.8         -1000.23        
227.015         49.5323         0.114915        4               135.126         
1104.28         7.8681          0               0               1.06698         
0               1.75888         19.9891         20.1861         19.9891         
0.0265826       1.16354         0.0306983       1.06918         0.188132        
0.364541        -0.114915       2000            10341.2         0               
117.5           0.00740989      3.62471         -9.84513        27169.2         
0.698753        45.1646         35.1897         2000.18         232.355         
12.7553         -0.0196198      21104.7         14967           -1000.18        
226.621         51.3013         0.0795653       4               135.125         
1105.77         7.87719         0               0               1.06852         
0               1.76275         20.2401         20.4927         20.2401         
0.0265115       1.16351         0.0307659       1.06865         0.191265        
0.369356        -0.0795653      2000            10247.7         0               
118             0.00906685      3.67739         -9.83025        27169.1         
0.69875         45.1649         35.1908         2000.15         232.354         
13.2085         -0.0119468      21217.9         14993.1         -1000.15        
226.208         53.0918         0.0484485       4               135.123         
1107.23         7.87971         0               0               1.06896         
0               1.76374         20.5421         20.8297         20.5421         
0.0264663       1.16348         0.0307831       1.06839         0.19449         
0.374725        -0.0484485      2000            10154.2         0               
118.5           0.0104733       3.73372         -9.80991        27169           
0.698749        45.1652         35.1918         2000.13         232.354         
13.6683         -0.00650069     21330.9         15020.1         -1000.13        
225.774         54.9055         0.0263625       4               135.122         
1108.4          7.88009         0               0               1.06904         
0               1.76393         20.8705         21.171          20.8705         
0.0264741       1.16345         0.0307863       1.0689          0.197692        
0.380465        -0.0263625      2000            10060.6         0               
119             0.0113873       3.79188         -9.79112        27168.9         
0.698747        45.1655         35.1928         2000.12         232.354         
14.1353         -0.00349805     21443.7         15048           -1000.12        
225.318         56.7437         0.0141858       4               135.121         
1109.22         7.88197         0               0               1.06938         
0               1.76494         21.2032         21.4994         21.2032         
0.0265373       1.16342         0.0308041       1.07028         0.200821        
0.386391        -0.0141858      2000            9966.88         0               
119.5           0.0117779       3.85047         -9.77801        27168.9         
0.698747        45.1659         35.1938         2000.11         232.354         
14.6095         -0.00246001     21556.2         15076.8         -1000.11        
224.841         58.6066         0.00997617      4               135.119         
1109.72         7.88737         0               0               1.0703          
0               1.76768         21.5255         21.8085         21.5255         
0.0266421       1.1634          0.0308518       1.07236         0.203885        
0.392361        -0.00997617     2000            9873.09         0               
120             0.0117595       3.90878         -9.77162        27168.9         
0.698747        45.1662         35.1948         2000.11         232.354         
15.091          -0.00259337     21668.5         15106.6         -1000.11        
224.341         60.4938         0.010517        4               135.118         
1110.01         7.89668         0               0               1.07188         
0               1.77225         21.8321         22.1011         21.8321         
0.0267682       1.16337         0.0309317       1.07487         0.206925        
0.398303        -0.010517       2000            9779.2          0               
120.5           0.0115081       3.96676         -9.77069        27169           
0.698747        45.1665         35.1958         2000.1          232.354         
15.5796         -0.00312972     21780.6         15137.3         -1000.1         
223.816         62.4048         0.0126921       4               135.117         
1110.21         7.90915         0               0               1.074           
0               1.77828         22.1254         22.3853         22.1254         
0.026898        1.16334         0.0310368       1.07752         0.21            
0.404212        -0.0126921      2000            9685.21         0               
121             0.0111894       4.02485         -9.77287        27169           
0.698747        45.1669         35.1968         2000.1          232.354         
16.0754         -0.00353518     21892.3         15169           -1000.1         
223.268         64.3392         0.0143363       4               135.115         
1110.43         7.92352         0               0               1.07644         
0               1.78516         22.4124         22.6704         22.4124         
0.0270206       1.16332         0.0311569       1.08014         0.213157        
0.410131        -0.0143363      2000            9591.11         0               
121.5           0.0109146       4.0837          -9.77585        27169           
0.698747        45.1672         35.1978         2000.09         232.354         
16.5784         -0.00357293     22003.8         15201.7         -1000.09        
222.695         66.2968         0.0144894       4               135.114         
1110.71         7.93862         0               0               1.07902         
0               1.79237         22.701          22.9636         22.701          
0.0271333       1.16329         0.0312827       1.08266         0.216429        
0.416127        -0.0144894      2000            9496.91         0               
122             0.0107289       4.14392         -9.77803        27169           
0.698747        45.1676         35.1988         2000.08         232.353         
17.0888         -0.00325257     22115           15235.3         -1000.08        
222.095         68.2779         0.0131903       4               135.113         
1111.07         7.95371         0               0               1.08159         
0               1.79957         22.9973         23.2685         22.9973         
0.0272389       1.16327         0.0314084       1.08511         0.219827        
0.422264        -0.0131903      2000            9402.58         0               
122.5           0.0106236       4.20592         -9.77873        27169           
0.698746        45.168          35.1998         2000.07         232.353         
17.6067         -0.00272339     22225.9         15269.9         -1000.07        
221.469         70.2827         0.0110442       4               135.111         
1111.5          7.96854         0               0               1.08414         
0               1.80666         23.3042         23.5856         23.3042         
0.0273429       1.16324         0.0315322       1.08756         0.223346        
0.428582        -0.0110442      2000            9308.14         0               
123             0.0105606       4.26988         -9.77807        27169           
0.698746        45.1684         35.2008         2000.07         232.353         
18.1325         -0.00216591     22336.5         15305.6         -1000.07        
220.814         72.3118         0.00878349      4               135.11          
1111.96         7.98323         0               0               1.08666         
0               1.81372         23.6221         23.9129         23.6221         
0.0274506       1.16322         0.0316554       1.0901          0.226972        
0.435099        -0.00878349     2000            9213.58         0               
123.5           0.0104968       4.33575         -9.7766         27168.9         
0.698745        45.1688         35.2018         2000.07         232.353         
18.6662         -0.00171648     22446.7         15342.3         -1000.07        
220.131         74.3657         0.00696087      4               135.108         
1112.43         7.99807         0               0               1.08922         
0               1.8209          23.9495         24.2479         23.9495         
0.0275656       1.16319         0.0317807       1.09278         0.230693        
0.441811        -0.00696087     2000            9118.88         0               
124             0.010401        4.40339         -9.77493        27168.9         
0.698745        45.1692         35.2028         2000.06         232.353         
19.2082         -0.00143622     22556.6         15380           -1000.06        
219.418         76.4447         0.00582434      4               135.107         
1112.9          8.01341         0               0               1.09187         
0               1.82835         24.2843         24.5882         24.2843         
0.0276891       1.16316         0.0319107       1.09562         0.2345          
0.448704        -0.00582434     2000            9024.05         0               
124.5           0.0102597       4.47265         -9.77354        27168.9         
0.698744        45.1696         35.2038         2000.06         232.353         
19.7587         -0.00131757     22666.1         15418.7         -1000.06        
218.673         78.5492         0.00534315      4               135.106         
1113.36         8.02945         0               0               1.09465         
0               1.83617         24.6244         24.9326         24.6244         
0.0278206       1.16314         0.0320473       1.09862         0.23839         
0.455761        -0.00534315     2000            8929.07         0               
125             0.0100754       4.54341         -9.77261        27168.9         
0.698744        45.1701         35.2048         2000.06         232.353         
20.3179         -0.00131153     22775.3         15458.5         -1000.06        
217.896         80.6793         0.00531867      4               135.104         
1113.82         8.04628         0               0               1.09758         
0               1.84441         24.9689         25.2809         24.9689         
0.0279587       1.16311         0.032191        1.10176         0.242367        
0.462971        -0.00531867     2000            8833.95         0               
125.5           0.00985959      4.61564         -9.77214        27168.9         
0.698744        45.1705         35.2057         2000.05         232.353         
20.8858         -0.00135879     22884           15499.4         -1000.05        
217.085         82.8353         0.0055103       4               135.103         
1114.3          8.06388         0               0               1.10066         
0               1.85305         25.3177         25.6335         25.3177         
0.0281021       1.16309         0.0323418       1.10503         0.246435        
0.470332        -0.0055103      2000            8738.68         0               
126             0.00962558      4.68938         -9.77196        27168.8         
0.698743        45.171          35.2067         2000.05         232.352         
21.4628         -0.0014125      22992.4         15541.4         -1000.05        
216.24          85.0172         0.00572811      4               135.102         
1114.79         8.08218         0               0               1.10386         
0               1.86207         25.671          25.9914         25.671          
0.0282498       1.16306         0.0324992       1.1084          0.250603        
0.477846        -0.00572811     2000            8643.25         0               
126.5           0.00938327      4.76472         -9.77188        27168.8         
0.698743        45.1714         35.2077         2000.05         232.352         
22.049          -0.00144821     23100.3         15584.4         -1000.05        
215.359         87.2251         0.00587296      4               135.1           
1115.32         8.1011          0               0               1.10719         
0               1.87142         26.0298         26.3552         26.0298         
0.0284018       1.16303         0.0326625       1.11188         0.254876        
0.485523        -0.00587296     2000            8547.65         0               
127             0.00913721      4.84175         -9.77177        27168.8         
0.698742        45.1719         35.2086         2000.05         232.352         
22.6447         -0.00146237     23207.7         15628.6         -1000.05        
214.44          89.4591         0.00593035      4               135.099         
1115.87         8.1206          0               0               1.11064         
0               1.8811          26.3944         26.7254         26.3944         
0.0285586       1.16301         0.0328314       1.11548         0.25926         
0.493372        -0.00593035     2000            8451.88         0               
127.5           0.0088871       4.92055         -9.77155        27168.8         
0.698742        45.1724         35.2096         2000.04         232.352         
23.2499         -0.00146417     23314.7         15673.9         -1000.04        
213.483         91.7193         0.00593765      4               135.098         
1116.45         8.14066         0               0               1.1142          
0               1.89111         26.7653         27.1021         26.7653         
0.0287206       1.16298         0.0330061       1.1192          0.263756        
0.501402        -0.00593765     2000            8355.93         0               
128             0.0086299       5.00118         -9.77122        27168.7         
0.698741        45.1729         35.2106         2000.04         232.352         
23.8651         -0.00146631     23421.2         15720.3         -1000.04        
212.486         94.0059         0.00594632      4               135.096         
1117.06         8.16133         0               0               1.11788         
0               1.90146         27.1426         27.4851         27.1426         
0.0288885       1.16295         0.0331868       1.12306         0.268366        
0.509619        -0.00594632     2000            8259.8          0               
128.5           0.00836201      5.08367         -9.77085        27168.7         
0.698741        45.1735         35.2115         2000.04         232.352         
24.4903         -0.0014782      23527.2         15767.9         -1000.04        
211.447         96.3188         0.00599455      4               135.095         
1117.71         8.18262         0               0               1.12169         
0               1.91219         27.5261         27.874          27.5261         
0.0290629       1.16293         0.0333739       1.12706         0.273092        
0.518024        -0.00599455     2000            8163.48         0               
129             0.00808076      5.16804         -9.77047        27168.7         
0.69874         45.174          35.2125         2000.03         232.351         
25.1258         -0.00150321     23632.6         15816.6         -1000.03        
210.366         98.6581         0.00609597      4               135.093         
1118.38         8.20458         0               0               1.12564         
0               1.9233          27.9156         28.2688         27.9156         
0.0292437       1.1629          0.0335679       1.13121         0.277934        
0.526622        -0.00609597     2000            8066.95         0               
129.5           0.00778501      5.2543          -9.77011        27168.6         
0.69874         45.1745         35.2134         2000.03         232.351         
25.7719         -0.00153932     23737.5         15866.6         -1000.03        
209.24          101.024         0.00624239      4               135.092         
1119.09         8.22722         0               0               1.12974         
0               1.93482         28.3108         28.6691         28.3108         
0.0294313       1.16287         0.033769        1.13551         0.282894        
0.535411        -0.00624239     2000            7970.23         0               
130             0.00747488      5.34245         -9.7698         27168.6         
0.698739        45.1751         35.2144         2000.03         232.351         
26.4287         -0.00158166     23841.9         15917.7         -1000.03        
208.068         103.416         0.00641408      4               135.091         
1119.83         8.25057         0               0               1.13398         
0               1.94677         28.7116         29.0748         28.7116         
0.0296254       1.16285         0.0339775       1.13996         0.287975        
0.544393        -0.00641408     2000            7873.29         0               
130.5           0.0071511       5.43251         -9.76952        27168.6         
0.698739        45.1757         35.2153         2000.02         232.351         
27.0966         -0.0016252      23945.6         15970           -1000.02        
206.848         105.834         0.00659065      4               135.089         
1120.61         8.27461         0               0               1.13838         
0               1.95914         29.1179         29.486          29.1179         
0.0298263       1.16282         0.0341935       1.14457         0.293178        
0.553571        -0.00659065     2000            7776.13         0               
131             0.00681436      5.52451         -9.76925        27168.5         
0.698738        45.1763         35.2162         2000.02         232.351         
27.7757         -0.00166651     24048.7         16023.5         -1000.02        
205.579         108.278         0.00675817      4               135.088         
1121.43         8.29936         0               0               1.14293         
0               1.97195         29.5295         29.9025         29.5295         
0.0300339       1.16279         0.034417        1.14934         0.298507        
0.562945        -0.00675817     2000            7678.74         0               
131.5           0.00646495      5.61846         -9.76899        27168.5         
0.698737        45.1769         35.2171         2000.02         232.35          
28.4663         -0.0017042      24151.2         16078.3         -1000.02        
204.259         110.748         0.00691101      4               135.087         
1122.29         8.3248          0               0               1.14764         
0               1.9852          29.9465         30.3242         29.9465         
0.0302486       1.16276         0.0346483       1.15426         0.303963        
0.572518        -0.00691101     2000            7581.12         0               
132             0.00610266      5.71438         -9.76872        27168.4         
0.698736        45.1775         35.218          2000.01         232.35          
29.1686         -0.0017384      24252.9         16134.3         -1000.01        
202.886         113.243         0.00704971      4               135.085         
1123.2          8.35094         0               0               1.15251         
0               1.99891         30.3687         30.7509         30.3687         
0.0304703       1.16273         0.0348875       1.15935         0.309547        
0.582293        -0.00704971     2000            7483.25         0               
132.5           0.00572693      5.81228         -9.76844        27168.4         
0.698736        45.1781         35.219          2000.01         232.35          
29.8829         -0.00176982     24354           16191.5         -1000.01        
201.458         115.764         0.00717711      4               135.084         
1124.15         8.37777         0               0               1.15754         
0               2.01308         30.7958         31.1825         30.7958         
0.0306994       1.1627          0.0351348       1.16462         0.315261        
0.592269        -0.00717711     2000            7385.13         0               
133             0.00533713      5.91218         -9.76816        27168.3         
0.698735        45.1788         35.2199         2000.01         232.35          
30.6095         -0.0017989      24454.4         16250           -1000.01        
199.974         118.309         0.00729502      4               135.082         
1125.15         8.40531         0               0               1.16274         
0               2.02772         31.2278         31.6187         31.2278         
0.0309359       1.16268         0.0353904       1.17005         0.321106        
0.602448        -0.00729502     2000            7286.76         0               
133.5           0.0049327       6.01405         -9.76787        27168.3         
0.698734        45.1794         35.2208         2000            232.349         
31.3485         -0.00182539     24554           16309.8         -1000           
198.431         120.878         0.00740245      4               135.081         
1126.21         8.43354         0               0               1.16811         
0               2.04284         31.6643         32.0592         31.6643         
0.03118         1.16265         0.0356543       1.17566         0.327082        
0.61283         -0.00740245     2000            7188.12         0               
134             0.00451331      6.1179          -9.7676         27168.2         
0.698733        45.1801         35.2216         2000            232.349         
32.1002         -0.00184839     24652.8         16370.9         -1000           
196.828         123.471         0.00749571      4               135.08          
1127.31         8.46246         0               0               1.17366         
0               2.05846         32.1051         32.5036         32.1051         
0.0314316       1.16262         0.0359269       1.18144         0.333189        
0.623412        -0.00749571     2000            7089.2          0               
134.5           0.0040788       6.2237          -9.76733        27168.1         
0.698732        45.1808         35.2225         2000            232.349         
32.8649         -0.00186659     24750.8         16433.3         -999.996        
195.162         126.086         0.00756949      4               135.078         
1128.47         8.49205         0               0               1.17938         
0               2.07457         32.5497         32.9516         32.5497         
0.0316908       1.16259         0.036208        1.18741         0.339427        
0.634193        -0.00756949     2000            6990            0               
135             0.00362913      6.33142         -9.76707        27168.1         
0.698731        45.1815         35.2234         1999.99         232.348         
33.6428         -0.00187861     24848           16497           -999.992        
193.432         128.724         0.00761821      4               135.077         
1129.69         8.5223          0               0               1.18528         
0               2.09117         32.9979         33.4028         32.9979         
0.0319577       1.16256         0.0364979       1.19355         0.345794        
0.645169        -0.00761821     2000            6890.51         0               
135.5           0.00316432      6.44103         -9.76682        27168           
0.69873         45.1822         35.2243         1999.99         232.348         
34.4341         -0.00188322     24944.2         16562           -999.988        
191.635         131.383         0.00763689      4               135.076         
1130.97         8.55319         0               0               1.19135         
0               2.10828         33.4493         33.8569         33.4493         
0.032232        1.16253         0.0367965       1.19986         0.35229         
0.656338        -0.00763689     2000            6790.71         0               
136             0.00268438      6.55247         -9.76658        27167.9         
0.698729        45.1829         35.2251         1999.98         232.348         
35.2391         -0.00187937     25039.6         16628.4         -999.985        
189.77          134.062         0.00762129      4               135.074         
1132.32         8.58469         0               0               1.19761         
0               2.12589         33.9035         34.3133         33.9035         
0.0325138       1.16249         0.0371037       1.20635         0.358911        
0.667694        -0.00762129     2000            6690.61         0               
136.5           0.00218936      6.66569         -9.76634        27167.8         
0.698727        45.1837         35.226          1999.98         232.347         
36.0579         -0.00186614     25134           16696.1         -999.981        
187.835         136.76          0.0075676       4               135.073         
1133.72         8.61677         0               0               1.20404         
0               2.14399         34.3599         34.7716         34.3599         
0.032803        1.16246         0.0374197       1.21302         0.365656        
0.679231        -0.0075676      2000            6590.2          0               
137             0.00167935      6.78062         -9.7661         27167.7         
0.698726        45.1844         35.2268         1999.98         232.347         
36.8909         -0.00184254     25227.4         16765.1         -999.977        
185.826         139.476         0.00747189      4               135.071         
1135.2          8.64939         0               0               1.21064         
0               2.16258         34.8182         35.2313         34.8182         
0.0330992       1.16243         0.0377442       1.21986         0.372519        
0.690942        -0.00747189     2000            6489.46         0               
137.5           0.00115457      6.89716         -9.76587        27167.7         
0.698725        45.1852         35.2276         1999.97         232.346         
37.7381         -0.00180745     25319.8         16835.6         -999.973        
183.743         142.208         0.0073296       4               135.07          
1136.74         8.68251         0               0               1.21741         
0               2.18166         35.2777         35.6916         35.2777         
0.0334025       1.1624          0.0380771       1.22686         0.379496        
0.702817        -0.0073296      2000            6388.38         0               
138             0.000615356     7.0152          -9.76566        27167.6         
0.698723        45.186          35.2285         1999.97         232.346         
38.5999         -0.00175958     25411.1         16907.4         -999.97         
181.583         144.955         0.00713546      4               135.069         
1138.35         8.71608         0               0               1.22436         
0               2.2012          35.7378         36.152          35.7378         
0.0337123       1.16237         0.0384182       1.23402         0.386582        
0.714847        -0.00713546     2000            6286.97         0               
138.5           6.22438e-05     7.13464         -9.76545        27167.4         
0.698722        45.1868         35.2293         1999.97         232.345         
39.4763         -0.00169745     25501.4         16980.5         -999.966        
179.345         147.716         0.00688348      4               135.067         
1140.03         8.75006         0               0               1.23146         
0               2.2212          36.1978         36.6117         36.1978         
0.0340283       1.16233         0.0387672       1.24133         0.393767        
0.727017        -0.00688348     2000            6185.2          0               
139             -0.000504066    7.25531         -9.76526        27167.3         
0.69872         45.1876         35.2301         1999.96         232.345         
40.3676         -0.00161947     25590.5         17055.1         -999.963        
177.025         150.487         0.00656724      4               135.066         
1141.79         8.78436         0               0               1.23872         
0               2.24163         36.6572         37.07           36.6572         
0.03435         1.1623          0.0391238       1.24879         0.401045        
0.739313        -0.00656724     2000            6083.08         0               
139.5           -0.00108268     7.37706         -9.76507        27167.2         
0.698719        45.1885         35.2309         1999.96         232.344         
41.2738         -0.00152399     25678.4         17131           -999.96         
174.622         153.268         0.00618004      4               135.064         
1143.61         8.81893         0               0               1.24612         
0               2.26246         37.115          37.5262         37.115          
0.0346768       1.16227         0.0394874       1.25637         0.408403        
0.751719        -0.00618004     2000            5980.59         0               
140             -0.00167251     7.49968         -9.76491        27167.1         
0.698717        45.1893         35.2316         1999.96         232.344         
42.1952         -0.00140931     25765.1         17208.3         -999.957        
172.135         156.056         0.00571498      4               135.063         
1145.51         8.85369         0               0               1.25366         
0               2.28367         37.5706         37.9792         37.5706         
0.0350082       1.16223         0.0398575       1.26407         0.415832        
0.764215        -0.00571498     2000            5877.73         0               
140.5           -0.00227224     7.62298         -9.76475        27167           
0.698715        45.1902         35.2324         1999.95         232.343         
43.1317         -0.00127369     25850.5         17287.1         -999.954        
169.56          158.848         0.00516502      4               135.062         
1147.47         8.88855         0               0               1.26131         
0               2.30521         38.0229         38.4283         38.0229         
0.0353432       1.1622          0.0402335       1.27187         0.423316        
0.776778        -0.00516502     2000            5774.5          0               
141             -0.00288031     7.74669         -9.76461        27166.8         
0.698713        45.1911         35.2332         1999.95         232.343         
44.0835         -0.00111533     25934.6         17367.2         -999.952        
166.898         161.642         0.00452282      4               135.06          
1149.5          8.92343         0               0               1.26907         
0               2.32704         38.4711         38.8723         38.4711         
0.0356809       1.16217         0.0406146       1.27975         0.43084         
0.789384        -0.00452282     2000            5670.87         0               
