1 inguid1: Waypoint/line guidance against GPS target coordinates ' Missile ' May 17 2021 03:43:47
  0  0 40
time            FSPV1           FSPV2           FSPV3           pdynmc          
mach            lonx            latx            alt             dvbe            
psivgx          thtvgx          SBEG1           SBEG2           SBEG3           
VBEG1           VBEG2           VBEG3           mprop           cg              
thrust          cl_ov_cd        psivgcx         thtvgcx         anx             
avx             alphax          phimvx          phicx           phix            
qq              tip             alp             ancomx          alcomx          
alx             altd            altcom          wp_grdrange     wp_flag         
186.86          138.105         -0.000454322    4               135.294         
1099.34         7.49447         0               0               1.00429         
0               1.58829         7.84897         7.80768         7.84897         
0.0237457       1.1664          0.0277209       1.00398         0.0684952       
0.137285        0.000454322     2000            9094.24         0               
58.5            0.0124734       1.33915         -9.76649        27169.6         
0.698759        45.0842         35.0898         2000.18         232.357         
36.6371         0.000236009     9991.65         7645.94         -1000.18        
186.451         138.658         -0.00095711     4               135.293         
1099.34         7.49307         0               0               1.00409         
0               1.58768         7.8029          7.76122         7.8029          
0.0237375       1.16638         0.0277102       1.00381         0.0680743       
0.136459        0.00095711      2000            8978.58         0               
59              0.0124758       1.33096         -9.76577        27169.6         
0.698759        45.0849         35.0907         2000.18         232.357         
36.8057         0.000270071     10084.8         7715.41         -1000.18        
186.042         139.206         -0.00109524     4               135.291         
1099.31         7.49176         0               0               1.00391         
0               1.58711         7.75626         7.71393         7.75626         
0.0237314       1.16635         0.0277002       1.00367         0.0676471       
0.135625        0.00109524      2000            8862.91         0               
59.5            0.0124554       1.32268         -9.7653         27169.6         
0.698759        45.0857         35.0915         2000.18         232.357         
36.9733         0.000238005     10177.7         7785.15         -1000.18        
185.634         139.75          -0.000965205    4               135.29          
1099.26         7.4906          0               0               1.00375         
0               1.5866          7.70879         7.66566         7.70879         
0.0237268       1.16633         0.0276915       1.00355         0.067213        
0.13478         0.000965205     2000            8747.21         0               
60              0.0124218       1.31427         -9.76509        27169.6         
0.698759        45.0865         35.0923         2000.18         232.357         
37.1399         0.000172054     10270.4         7855.16         -1000.18        
185.227         140.289         -0.000697749    4               135.289         
1099.21         7.4896          0               0               1.00361         
0               1.58617         7.6604          7.61641         7.6604          
0.023723        1.16631         0.0276839       1.00345         0.0667722       
0.133923        0.000697749     2000            8631.49         0               
60.5            0.0123831       1.30573         -9.7651         27169.6         
0.698759        45.0872         35.0932         2000.18         232.357         
37.3054         0.000102242     10362.9         7925.44         -1000.18        
184.821         140.823         -0.000414633    4               135.287         
1099.16         7.48874         0               0               1.0035          
0               1.5858          7.61107         7.56628         7.61107         
0.0237193       1.16628         0.0276774       1.00335         0.0663251       
0.133053        0.000414633     2000            8515.76         0               
61              0.0123452       1.29705         -9.76523        27169.6         
0.698759        45.088          35.094          2000.18         232.357         
37.4699         4.95714e-05     10455.2         7995.98         -1000.18        
184.416         141.353         -0.000201032    4               135.286         
1099.11         7.48795         0               0               1.00339         
0               1.58545         7.56089         7.51537         7.56089         
0.0237152       1.16626         0.0276713       1.00326         0.0658721       
0.132169        0.000201032     2000            8400.01         0               
61.5            0.0123115       1.28825         -9.76539        27169.6         
0.698759        45.0888         35.0948         2000.18         232.357         
37.6333         2.36197e-05     10547.3         8066.79         -1000.18        
184.012         141.879         -9.57872e-05    4               135.285         
1099.06         7.48718         0               0               1.00329         
0               1.58511         7.50996         7.46381         7.50996         
0.0237103       1.16624         0.0276654       1.00315         0.0654136       
0.131273        9.57872e-05     2000            8284.25         0               
62              0.0122835       1.27934         -9.76552        27169.7         
0.698759        45.0896         35.0957         2000.18         232.357         
37.7957         2.37779e-05     10639.2         8137.86         -1000.18        
183.609         142.4           -9.64289e-05    4               135.283         
1099.02         7.48637         0               0               1.00319         
0               1.58476         7.45838         7.41168         7.45838         
0.0237048       1.16622         0.0276592       1.00303         0.0649499       
0.130364        9.64289e-05     2000            8168.47         0               
62.5            0.0122608       1.27031         -9.76557        27169.7         
0.698759        45.0904         35.0965         2000.18         232.357         
37.9569         4.26745e-05     10730.9         8209.19         -1000.18        
183.208         142.916         -0.000173062    4               135.282         
1098.98         7.48552         0               0               1.00307         
0               1.58438         7.40622         7.35902         7.40622         
0.0236987       1.16619         0.0276526       1.0029          0.0644811       
0.129444        0.000173062     2000            8052.67         0               
63              0.0122422       1.26118         -9.76554        27169.7         
0.698759        45.0911         35.0973         2000.18         232.357         
38.117          7.02326e-05     10822.4         8280.77         -1000.18        
182.808         143.427         -0.000284821    4               135.281         
1098.94         7.48461         0               0               1.00295         
0               1.58397         7.3535          7.3058          7.3535          
0.0236924       1.16617         0.0276455       1.00276         0.064007        
0.128514        0.000284821     2000            7936.86         0               
63.5            0.0122255       1.25195         -9.76544        27169.7         
0.698759        45.0919         35.0981         2000.18         232.357         
38.276          9.71309e-05     10913.7         8352.62         -1000.18        
182.409         143.934         -0.000393905    4               135.279         
1098.91         7.48365         0               0               1.00282         
0               1.58355         7.30022         7.25201         7.30022         
0.023686        1.16615         0.0276382       1.00263         0.0635276       
0.127573        0.000393905     2000            7821.04         0               
64              0.0122088       1.24261         -9.76531        27169.7         
0.69876         45.0927         35.0989         2000.18         232.357         
38.4339         0.000116978     11004.9         8424.71         -1000.18        
182.012         144.436         -0.000474392    4               135.278         
1098.87         7.48266         0               0               1.00269         
0               1.58312         7.24636         7.19759         7.24636         
0.0236797       1.16613         0.0276306       1.00249         0.0630425       
0.126622        0.000474392     2000            7705.2          0               
64.5            0.0121909       1.23317         -9.76517        27169.7         
0.69876         45.0935         35.0998         2000.18         232.357         
38.5906         0.000127051     11095.8         8497.05         -1000.18        
181.616         144.933         -0.000515243    4               135.276         
1098.83         7.48167         0               0               1.00255         
0               1.58268         7.19186         7.14251         7.19186         
0.0236737       1.1661          0.027623        1.00236         0.0625516       
0.125659        0.000515243     2000            7589.34         0               
65              0.0121711       1.22361         -9.76505        27169.7         
0.69876         45.0943         35.1006         2000.18         232.358         
38.7461         0.000127867     11186.5         8569.64         -1000.18        
181.222         145.426         -0.000518552    4               135.275         
1098.79         7.48068         0               0               1.00242         
0               1.58225         7.13669         7.08672         7.13669         
0.0236679       1.16608         0.0276154       1.00223         0.0620548       
0.124686        0.000518552     2000            7473.47         0               
65.5            0.0121495       1.21394         -9.76495        27169.7         
0.69876         45.0951         35.1014         2000.18         232.358         
38.9005         0.000122057     11277           8642.48         -1000.18        
180.829         145.914         -0.000494989    4               135.274         
1098.75         7.47971         0               0               1.00229         
0               1.58182         7.08082         7.03021         7.08082         
0.0236622       1.16606         0.027608        1.0021          0.0615518       
0.1237          0.000494989     2000            7357.59         0               
66              0.0121267       1.20415         -9.76488        27169.7         
0.69876         45.0959         35.1022         2000.18         232.358         
39.0537         0.000113053     11367.3         8715.55         -1000.18        
180.439         146.396         -0.000458477    4               135.272         
1098.71         7.47875         0               0               1.00216         
0               1.5814          7.02423         6.97297         7.02423         
0.0236565       1.16604         0.0276007       1.00198         0.0610428       
0.122703        0.000458477     2000            7241.7          0               
66.5            0.0121033       1.19424         -9.76483        27169.7         
0.69876         45.0967         35.103          2000.18         232.358         
39.2056         0.000103983     11457.4         8788.87         -1000.18        
180.05          146.874         -0.000421693    4               135.271         
1098.67         7.47781         0               0               1.00203         
0               1.58099         6.96691         6.915           6.96691         
0.0236509       1.16601         0.0275934       1.00185         0.0605276       
0.121693        0.000421693     2000            7125.8          0               
67              0.01208         1.18421         -9.7648         27169.7         
0.69876         45.0975         35.1038         2000.18         232.358         
39.3564         9.69777e-05     11547.3         8862.43         -1000.18        
179.663         147.348         -0.000393284    4               135.27          
1098.63         7.47687         0               0               1.0019          
0               1.58057         6.90887         6.8563          6.90887         
0.0236452       1.16599         0.0275862       1.00172         0.0600063       
0.120671        0.000393284     2000            7009.88         0               
67.5            0.0120572       1.17406         -9.76477        27169.7         
0.69876         45.0983         35.1046         2000.18         232.358         
39.5059         9.29539e-05     11637.1         8936.22         -1000.18        
179.278         147.816         -0.000376966    4               135.268         
1098.59         7.47593         0               0               1.00178         
0               1.58016         6.8501          6.79687         6.8501          
0.0236394       1.16597         0.027579        1.00159         0.0594786       
0.119636        0.000376966     2000            6893.95         0               
68              0.0120353       1.16378         -9.76473        27169.7         
0.69876         45.0992         35.1054         2000.18         232.358         
39.6541         9.17661e-05     11726.6         9010.24         -1000.18        
178.895         148.279         -0.000372149    4               135.267         
1098.55         7.47498         0               0               1.00165         
0               1.57974         6.79059         6.7367          6.79059         
0.0236335       1.16595         0.0275717       1.00146         0.0589446       
0.118589        0.000372149     2000            6778.01         0               
68.5            0.0120141       1.15338         -9.76469        27169.7         
0.69876         45.1            35.1062         2000.18         232.358         
39.8011         9.25807e-05     11816           9084.5          -1000.18        
178.514         148.738         -0.000375452    4               135.266         
1098.51         7.47402         0               0               1.00152         
0               1.57932         6.73035         6.67579         6.73035         
0.0236276       1.16592         0.0275644       1.00133         0.0584041       
0.117529        0.000375452     2000            6662.06         0               
69              0.0119935       1.14285         -9.76464        27169.7         
0.69876         45.1008         35.107          2000.18         232.358         
39.9468         9.43061e-05     11905.1         9158.98         -1000.18        
178.135         149.191         -0.00038245     4               135.264         
1098.47         7.47306         0               0               1.00139         
0               1.5789          6.66935         6.61411         6.66935         
0.0236216       1.1659          0.027557        1.0012          0.057857        
0.116456        0.00038245      2000            6546.1          0               
69.5            0.0119733       1.13218         -9.76458        27169.7         
0.69876         45.1016         35.1078         2000.18         232.358         
40.0911         9.59535e-05     11994.1         9233.69         -1000.18        
177.759         149.64          -0.00038913     4               135.263         
1098.43         7.47209         0               0               1.00126         
0               1.57847         6.60759         6.55164         6.60759         
0.0236156       1.16588         0.0275496       1.00107         0.057303        
0.115369        0.00038913      2000            6430.13         0               
70              0.0119532       1.12139         -9.76452        27169.7         
0.69876         45.1024         35.1086         2000.18         232.358         
40.2342         9.68579e-05     12082.9         9308.62         -1000.18        
177.384         150.083         -0.000392798    4               135.262         
1098.39         7.47111         0               0               1.00113         
0               1.57805         6.54503         6.48836         6.54503         
0.0236096       1.16586         0.0275421       1.00094         0.0567421       
0.114269        0.000392798     2000            6314.15         0               
70.5            0.0119332       1.11045         -9.76446        27169.7         
0.69876         45.1033         35.1094         2000.18         232.358         
40.3759         9.67482e-05     12171.5         9383.77         -1000.18        
177.013         150.521         -0.000392353    4               135.26          
1098.35         7.47014         0               0               1.001           
0               1.57762         6.48166         6.42425         6.48166         
0.0236036       1.16583         0.0275346       1.0008          0.056174        
0.113155        0.000392353     2000            6198.16         0               
71              0.0119131       1.09938         -9.76441        27169.7         
0.69876         45.1041         35.1102         2000.18         232.358         
40.5163         9.56955e-05     12259.9         9459.14         -1000.18        
176.643         150.955         -0.000388084    4               135.259         
1098.31         7.46916         0               0               1.00086         
0               1.57719         6.41745         6.35926         6.41745         
0.0235976       1.16581         0.0275271       1.00067         0.0555984       
0.112026        0.000388084     2000            6082.17         0               
71.5            0.011893        1.08816         -9.76435        27169.7         
0.69876         45.1049         35.111          2000.18         232.358         
40.6553         9.39905e-05     12348.1         9534.72         -1000.18        
176.276         151.383         -0.00038117     4               135.258         
1098.27         7.46818         0               0               1.00073         
0               1.57676         6.35236         6.29338         6.35236         
0.0235916       1.16579         0.0275196       1.00054         0.0550151       
0.110883        0.00038117      2000            5966.16         0               
72              0.0118729       1.07678         -9.7643         27169.7         
0.698761        45.1058         35.1118         2000.18         232.358         
40.793          9.20039e-05     12436.2         9610.52         -1000.18        
175.912         151.806         -0.000373113    4               135.256         
1098.23         7.4672          0               0               1.0006          
0               1.57633         6.28637         6.22657         6.28637         
0.0235857       1.16577         0.0275121       1.00041         0.0544239       
0.109724        0.000373113     2000            5850.15         0               
72.5            0.011853        1.06525         -9.76425        27169.7         
0.698761        45.1066         35.1126         2000.18         232.358         
40.9292         9.00693e-05     12524.1         9686.53         -1000.18        
175.551         152.224         -0.000365268    4               135.255         
1098.19         7.46622         0               0               1.00047         
0               1.5759          6.21945         6.15879         6.21945         
0.0235797       1.16574         0.0275046       1.00027         0.0538243       
0.108549        0.000365268     2000            5734.12         0               
73              0.0118333       1.05356         -9.76421        27169.7         
0.698761        45.1074         35.1134         2000.18         232.358         
41.064          8.84128e-05     12611.7         9762.74         -1000.18        
175.192         152.636         -0.00035855     4               135.254         
1098.15         7.46524         0               0               1.00033         
0               1.57547         6.15156         6.09001         6.15156         
0.0235736       1.16572         0.0274971       1.00014         0.0532162       
0.107357        0.00035855      2000            5618.1          0               
73.5            0.0118139       1.04169         -9.76416        27169.8         
0.698761        45.1083         35.1142         2000.18         232.358         
41.1973         8.71304e-05     12699.2         9839.16         -1000.18        
174.837         153.044         -0.000353349    4               135.252         
1098.12         7.46425         0               0               1.0002          
0               1.57504         6.08266         6.02017         6.08266         
0.0235676       1.1657          0.0274896       1.00001         0.0525989       
0.106148        0.000353349     2000            5502.06         0               
74              0.0117947       1.02965         -9.76412        27169.8         
0.698761        45.1091         35.115          2000.18         232.358         
41.3292         8.62061e-05     12786.6         9915.79         -1000.18        
174.484         153.446         -0.000349601    4               135.251         
1098.08         7.46326         0               0               1.00007         
0               1.5746          6.0127          5.94924         6.0127          
0.0235615       1.16568         0.027482        0.999873        0.0519723       
0.104921        0.000349601     2000            5386.01         0               
74.5            0.0117759       1.01742         -9.76407        27169.8         
0.698761        45.11           35.1157         2000.18         232.358         
41.4596         8.5552e-05      12873.7         9992.61         -1000.18        
174.134         153.842         -0.000346948    4               135.25          
1098.04         7.46227         0               0               0.999932        
0               1.57417         5.94164         5.87716         5.94164         
0.0235554       1.16565         0.0274744       0.999738        0.0513357       
0.103675        0.000346948     2000            5269.96         0               
75              0.0117573       1.005           -9.76403        27169.8         
0.698761        45.1108         35.1165         2000.18         232.358         
41.5885         8.5054e-05      12960.7         10069.6         -1000.18        
173.788         154.234         -0.000344929    4               135.248         
1098            7.46128         0               0               0.999797        
0               1.57373         5.86941         5.80386         5.86941         
0.0235493       1.16563         0.0274668       0.999603        0.0506886       
0.102409        0.000344929     2000            5153.91         0               
75.5            0.011739        0.992369        -9.76398        27169.8         
0.698761        45.1116         35.1173         2000.18         232.358         
41.7158         8.46096e-05     13047.5         10146.8         -1000.18        
173.445         154.619         -0.000343127    4               135.247         
1097.96         7.46028         0               0               0.999662        
0               1.5733          5.79596         5.72928         5.79596         
0.0235432       1.16561         0.0274592       0.999467        0.0500305       
0.101122        0.000343127     2000            5037.84         0               
76              0.011721        0.97952         -9.76394        27169.8         
0.698761        45.1125         35.1181         2000.18         232.358         
41.8416         8.41514e-05     13134.2         10224.2         -1000.18        
173.105         155             -0.000341268    4               135.245         
1097.92         7.45928         0               0               0.999526        
0               1.57286         5.72122         5.65334         5.72122         
0.023537        1.16559         0.0274515       0.99933         0.0493607       
0.0998127       0.000341268     2000            4921.78         0               
76.5            0.0117032       0.966441        -9.76389        27169.8         
0.698761        45.1134         35.1189         2000.18         232.358         
41.9657         8.36533e-05     13220.6         10301.8         -1000.18        
172.769         155.375         -0.000339249    4               135.244         
1097.89         7.45827         0               0               0.99939         
0               1.57242         5.64511         5.57596         5.64511         
0.0235308       1.16556         0.0274438       0.999193        0.0486784       
0.09848         0.000339249     2000            4805.7          0               
77              0.0116857       0.953117        -9.76385        27169.8         
0.698761        45.1142         35.1196         2000.18         232.358         
42.0883         8.3125e-05      13306.9         10379.6         -1000.18        
172.436         155.744         -0.000337106    4               135.243         
1097.85         7.45727         0               0               0.999253        
0               1.57197         5.56755         5.49705         5.56755         
0.0235246       1.16554         0.0274361       0.999055        0.047983        
0.0971222       0.000337106     2000            4689.62         0               
77.5            0.0116684       0.939533        -9.76381        27169.8         
0.698761        45.1151         35.1204         2000.18         232.358         
42.2092         8.2598e-05      13393.1         10457.6         -1000.18        
172.107         156.107         -0.000334969    4               135.241         
1097.81         7.45625         0               0               0.999115        
0               1.57153         5.48844         5.41651         5.48844         
0.0235183       1.16552         0.0274284       0.998917        0.0472734       
0.095738        0.000334969     2000            4573.54         0               
78              0.0116514       0.925671        -9.76377        27169.8         
0.698761        45.1159         35.1212         2000.18         232.358         
42.3284         8.21107e-05     13479           10535.7         -1000.18        
171.782         156.465         -0.000332993    4               135.24          
1097.77         7.45523         0               0               0.998977        
0               1.57109         5.40769         5.33423         5.40769         
0.0235121       1.1655          0.0274206       0.998778        0.0465489       
0.0943255       0.000332993     2000            4457.45         0               
78.5            0.0116348       0.911514        -9.76373        27169.8         
0.698761        45.1168         35.122          2000.18         232.358         
42.4458         8.1695e-05      13564.8         10614           -1000.18        
171.461         156.817         -0.000331307    4               135.239         
1097.74         7.45421         0               0               0.998838        
0               1.57064         5.32518         5.25009         5.32518         
0.0235057       1.16547         0.0274128       0.998638        0.0458083       
0.0928829       0.000331307     2000            4341.36         0               
79              0.0116184       0.897042        -9.76369        27169.8         
0.698761        45.1176         35.1227         2000.18         232.358         
42.5616         8.13687e-05     13650.5         10692.5         -1000.18        
171.144         157.163         -0.000329984    4               135.237         
1097.7          7.45318         0               0               0.998698        
0               1.57019         5.24081         5.16398         5.24081         
0.0234994       1.16545         0.0274049       0.998497        0.0450506       
0.0914082       0.000329984     2000            4225.26         0               
79.5            0.0116024       0.882232        -9.76365        27169.8         
0.698761        45.1185         35.1235         2000.18         232.358         
42.6755         8.11323e-05     13736           10771.2         -1000.18        
170.831         157.503         -0.000329025    4               135.236         
1097.66         7.45215         0               0               0.998558        
0               1.56974         5.15443         5.07574         5.15443         
0.023493        1.16543         0.027397        0.998355        0.0442746       
0.0898991       0.000329025     2000            4109.16         0               
80              0.0115867       0.867062        -9.76361        27169.8         
0.698761        45.1194         35.1243         2000.18         232.358         
42.7876         8.09699e-05     13821.3         10850           -1000.18        
170.522         157.837         -0.000328367    4               135.235         
1097.63         7.45111         0               0               0.998416        
0               1.56928         5.06591         4.98524         5.06591         
0.0234865       1.16541         0.0273891       0.998212        0.043479        
0.0883533       0.000328367     2000            3993.05         1               
80.5            0.0115714       0.851507        -9.76357        27169.8         
0.698762        45.1202         35.125          2000.19         232.358         
42.8978         8.08535e-05     13906.5         10929           -1000.19        
170.218         158.164         -0.000327895    4               135.233         
1097.59         7.45006         0               0               0.998274        
0               1.56882         4.97512         4.89232         4.97512         
0.02348         1.16538         0.0273811       0.998068        0.0426625       
0.0867682       0.000327895     2000            3876.94         1               
81              0.0115565       0.83554         -9.76353        27169.8         
0.698762        45.1211         35.1258         2000.19         232.358         
43.006          8.07463e-05     13991.5         11008.2         -1000.19        
169.919         158.486         -0.00032746     4               135.232         
1097.55         7.44901         0               0               0.99813         
0               1.56836         4.88188         4.79681         4.88188         
0.0234735       1.16536         0.0273731       0.997923        0.0418237       
0.0851412       0.00032746      2000            3760.83         1               
81.5            0.011542        0.819135        -9.76349        27169.8         
0.698762        45.122          35.1266         2000.19         232.358         
43.1123         8.06061e-05     14076.4         11087.5         -1000.19        
169.625         158.801         -0.000326891    4               135.231         
1097.52         7.44795         0               0               0.997986        
0               1.5679          4.78605         4.69856         4.78605         
0.0234669       1.16534         0.027365        0.997777        0.0409611       
0.0834695       0.000326891     2000            3644.72         1               
82              0.0115278       0.802261        -9.76346        27169.8         
0.698762        45.1229         35.1273         2000.19         232.358         
43.2165         8.03871e-05     14161.2         11167           -1000.19        
169.336         159.109         -0.000326003    4               135.229         
1097.48         7.44688         0               0               0.99784         
0               1.56743         4.68744         4.59737         4.68744         
0.0234602       1.16532         0.0273568       0.99763         0.0400731       
0.0817501       0.000326003     2000            3528.6          1               
82.5            0.011514        0.78489         -9.76342        27169.8         
0.698762        45.1237         35.1281         2000.19         232.358         
43.3186         8.00393e-05     14245.8         11246.6         -1000.19        
169.052         159.41          -0.000324593    4               135.228         
1097.45         7.44581         0               0               0.997693        
0               1.56696         4.58588         4.49308         4.58588         
0.0234536       1.16529         0.0273486       0.997481        0.0391583       
0.07998         0.000324593     2000            3412.48         1               
83              0.0115006       0.766991        -9.76339        27169.8         
0.698762        45.1246         35.1288         2000.19         232.358         
43.4185         7.95071e-05     14330.2         11326.4         -1000.19        
168.774         159.705         -0.000322434    4               135.227         
1097.41         7.44473         0               0               0.997545        
0               1.56649         4.4812          4.38551         4.4812          
0.0234468       1.16527         0.0273404       0.997332        0.0382151       
0.0781561       0.000322434     2000            3296.35         1               
83.5            0.0114875       0.748534        -9.76335        27169.8         
0.698762        45.1255         35.1296         2000.19         232.358         
43.5162         7.87271e-05     14414.5         11406.3         -1000.19        
168.501         159.992         -0.000319271    4               135.225         
1097.37         7.44364         0               0               0.997396        
0               1.56601         4.37321         4.27446         4.37321         
0.0234401       1.16525         0.0273321       0.997182        0.0372419       
0.0762753       0.000319271     2000            3180.23         1               
84              0.0114749       0.729489        -9.76331        27169.8         
0.698762        45.1264         35.1304         2000.19         232.358         
43.6116         7.7626e-05      14498.7         11486.4         -1000.19        
168.235         160.273         -0.000314806    4               135.224         
1097.34         7.44255         0               0               0.997247        
0               1.56553         4.26174         4.15978         4.26174         
0.0234333       1.16523         0.0273237       0.997031        0.0362373       
0.0743346       0.000314806     2000            3064.1          1               
84.5            0.0114626       0.709828        -9.76328        27169.8         
0.698762        45.1273         35.1311         2000.19         232.358         
43.7046         7.61189e-05     14582.8         11566.6         -1000.19        
167.975         160.546         -0.000308694    4               135.223         
1097.3          7.44145         0               0               0.997096        
0               1.56505         4.14663         4.04131         4.14663         
0.0234265       1.1652          0.0273154       0.99688         0.0352          
0.0723312       0.000308694     2000            2947.97         1               
85              0.0114507       0.689524        -9.76324        27169.8         
0.698762        45.1281         35.1319         2000.19         232.358         
43.7951         7.41089e-05     14666.7         11647           -1000.19        
167.721         160.811         -0.000300542    4               135.221         
1097.27         7.44035         0               0               0.996945        
0               1.56457         4.02771         3.91891         4.02771         
0.0234197       1.16518         0.0273069       0.996728        0.0341287       
0.0702622       0.000300542     2000            2831.84         1               
85.5            0.0114392       0.668554        -9.76321        27169.8         
0.698762        45.129          35.1326         2000.19         232.358         
43.8831         7.14875e-05     14750.5         11727.4         -1000.19        
167.473         161.068         -0.000289912    4               135.22          
1097.24         7.43924         0               0               0.996793        
0               1.56409         3.90486         3.79246         3.90486         
0.0234129       1.16516         0.0272985       0.996577        0.0330225       
0.0681254       0.000289912     2000            2715.71         1               
86              0.011428        0.646901        -9.76317        27169.8         
0.698762        45.1299         35.1334         2000.19         232.358         
43.9685         6.81373e-05     14834.2         11808           -1000.19        
167.233         161.318         -0.000276325    4               135.219         
1097.2          7.43813         0               0               0.996642        
0               1.56361         3.77796         3.66189         3.77796         
0.0234061       1.16514         0.0272901       0.996425        0.0318807       
0.0659189       0.000276325     2000            2599.57         1               
86.5            0.0114172       0.624551        -9.76314        27169.8         
0.698762        45.1308         35.1341         2000.19         232.358         
44.0512         6.39351e-05     14917.7         11888.7         -1000.19        
167             161.559         -0.000259283    4               135.217         
1097.17         7.43703         0               0               0.99649         
0               1.56312         3.64695         3.52716         3.64695         
0.0233994       1.16511         0.0272817       0.996275        0.030703        
0.0636415       0.000259283     2000            2483.44         1               
87              0.0114067       0.601498        -9.7631         27169.9         
0.698762        45.1317         35.1349         2000.19         232.358         
44.131          5.87568e-05     15001.2         11969.6         -1000.19        
166.775         161.792         -0.000238283    4               135.216         
1097.13         7.43593         0               0               0.99634         
0               1.56265         3.5118          3.38828         3.5118          
0.0233928       1.16509         0.0272733       0.996127        0.0294897       
0.0612925       0.000238283     2000            2367.3          1               
87.5            0.0113964       0.577748        -9.76306        27169.9         
0.698762        45.1326         35.1356         2000.19         232.358         
44.208          5.24843e-05     15084.5         12050.5         -1000.19        
166.557         162.016         -0.000212846    4               135.215         
1097.1          7.43484         0               0               0.996191        
0               1.56217         3.37253         3.24533         3.37253         
0.0233863       1.16507         0.027265        0.99598         0.0282412       
0.0588723       0.000212846     2000            2251.17         1               
88              0.0113864       0.553312        -9.76303        27169.9         
0.698762        45.1335         35.1364         2000.19         232.358         
44.2821         4.50131e-05     15167.7         12131.6         -1000.19        
166.348         162.231         -0.000182547    4               135.213         
1097.07         7.43376         0               0               0.996044        
0               1.5617          3.22922         3.09845         3.22922         
0.0233799       1.16505         0.0272568       0.995836        0.0269591       
0.0563823       0.000182547     2000            2135.03         1               
88.5            0.0113765       0.528218        -9.763          27169.9         
0.698762        45.1344         35.1371         2000.19         232.358         
44.353          3.62622e-05     15250.9         12212.8         -1000.19        
166.147         162.436         -0.000147059    4               135.212         
1097.04         7.4327          0               0               0.995899        
0               1.56124         3.08203         2.94786         3.08203         
0.0233737       1.16502         0.0272487       0.995697        0.0256452       
0.0538252       0.000147059     2000            2018.89         1               
89              0.0113669       0.502503        -9.76296        27169.9         
0.698762        45.1353         35.1379         2000.19         232.358         
44.4209         2.61851e-05     15333.9         12294           -1000.19        
165.954         162.633         -0.000106192    4               135.21          
1097            7.43166         0               0               0.995758        
0               1.56078         2.93119         2.79387         2.93119         
0.0233678       1.165           0.0272408       0.995561        0.0243021       
0.0512049       0.000106192     2000            1902.75         1               
89.5            0.0113575       0.47622         -9.76293        27169.9         
0.698762        45.1361         35.1386         2000.19         232.358         
44.4855         1.47819e-05     15416.8         12375.4         -1000.19        
165.771         162.82          -5.99469e-05    4               135.209         
1096.97         7.43065         0               0               0.995621        
0               1.56034         2.77702         2.63687         2.77702         
0.023362        1.16498         0.0272331       0.995431        0.0229332       
0.0485266       5.99469e-05     2000            1786.61         1               
90              0.0113481       0.449434        -9.7629         27169.9         
0.698762        45.137          35.1394         2000.19         232.358         
44.5469         2.11231e-06     15499.7         12456.8         -1000.19        
165.596         162.998         -8.56631e-06    4               135.208         
1096.94         7.42966         0               0               0.995489        
0               1.55992         2.61991         2.47731         2.61991         
0.0233566       1.16496         0.0272257       0.995307        0.0215427       
0.0457971       8.56631e-06     2000            1670.47         1               
90.5            0.0113389       0.422224        -9.76287        27169.9         
0.698762        45.1379         35.1401         2000.19         232.358         
44.6049         -1.16921e-05    15582.4         12538.4         -1000.19        
165.431         163.165         4.74165e-05     4               135.206         
1096.92         7.42872         0               0               0.995362        
0               1.55951         2.46033         2.31573         2.46033         
0.0233516       1.16493         0.0272186       0.99519         0.020135        
0.0430245       -4.74165e-05    2000            1554.33         1               
91              0.0113299       0.394679        -9.76285        27169.9         
0.698763        45.1388         35.1408         2000.19         232.358         
44.6596         -2.64173e-05    15665.1         12620           -1000.19        
165.276         163.323         0.000107133     4               135.205         
1096.89         7.42782         0               0               0.995243        
0               1.55912         2.29879         2.15268         2.29879         
0.0233468       1.16491         0.0272118       0.995081        0.0187151       
0.0402176       -0.000107133    2000            1438.18         1               
91.5            0.011321        0.366891        -9.76283        27169.9         
0.698763        45.1397         35.1416         2000.19         232.358         
44.7108         -4.1759e-05     15747.7         12701.7         -1000.19        
165.129         163.471         0.00016935      4               135.204         
1096.86         7.42697         0               0               0.995131        
0               1.55875         2.13584         1.98872         2.13584         
0.0233425       1.16489         0.0272053       0.99498         0.0172877       
0.037386        -0.00016935     2000            1322.04         1               
92              0.0113123       0.338952        -9.76281        27169.9         
0.698763        45.1406         35.1423         2000.19         232.358         
44.7587         -5.73208e-05    15830.2         12783.5         -1000.19        
164.993         163.609         0.00023246      4               135.202         
1096.84         7.42617         0               0               0.995026        
0               1.5584          1.97203         1.82434         1.97203         
0.0233385       1.16487         0.0271993       0.994887        0.0158571       
0.0345391       -0.00023246     2000            1205.9          1               
92.5            0.0113039       0.310938        -9.7628         27169.9         
0.698763        45.1415         35.1431         2000.19         232.358         
44.803          -7.26184e-05    15912.7         12865.3         -1000.19        
164.866         163.736         0.000294498     4               135.201         
1096.81         7.42542         0               0               0.994931        
0               1.55808         1.80778         1.65984         1.80778         
0.0233349       1.16484         0.0271936       0.994803        0.0144259       
