0	1	2	
2.97	1.58999e+07	3.47594e+07	
2.98	1.67774e+07	3.66778e+07	
2.99	1.77034e+07	3.87021e+07	
3	1.86805e+07	4.08382e+07	
3.01	1.97115e+07	4.30921e+07	
3.02	2.07994e+07	4.54705e+07	
3.03	2.19474e+07	4.79801e+07	
3.04	2.31587e+07	5.06282e+07	
3.05	2.44369e+07	5.34225e+07	
3.06	2.57856e+07	5.6371e+07	
3.07	2.72088e+07	5.94822e+07	
3.08	2.87105e+07	6.27651e+07	
3.09	3.02951e+07	6.62293e+07	
3.1	3.19671e+07	6.98846e+07	
3.11	3.37314e+07	7.37417e+07	
3.12	3.55931e+07	7.78116e+07	
3.13	3.75576e+07	8.21062e+07	
3.14	3.96305e+07	8.66378e+07	
3.15	4.18178e+07	9.14196e+07	
3.16	4.41258e+07	9.64652e+07	
3.17	4.65612e+07	1.01789e+08	
3.18	4.9131e+07	1.07407e+08	
3.19	5.18426e+07	1.13335e+08	
3.2	5.47039e+07	1.19591e+08	
3.21	5.77232e+07	1.26191e+08	
3.22	6.0909e+07	1.33156e+08	
3.23	6.42707e+07	1.40505e+08	
3.24	6.7818e+07	1.4826e+08	
3.25	7.1561e+07	1.56442e+08	
3.26	7.55106e+07	1.65077e+08	
3.27	7.96782e+07	1.74188e+08	
3.28	8.40758e+07	1.83801e+08	
3.29	8.87161e+07	1.93946e+08	
3.3	9.36125e+07	2.0465e+08	
3.31	9.87792e+07	2.15945e+08	
3.32	1.04231e+08	2.27864e+08	
3.33	1.09984e+08	2.4044e+08	
3.34	1.16054e+08	2.5371e+08	
3.35	1.22459e+08	2.67713e+08	
3.36	1.29218e+08	2.82489e+08	
3.37	1.3635e+08	2.9808e+08	
3.38	1.43875e+08	3.14531e+08	
3.39	1.51816e+08	3.31891e+08	
3.4	1.60195e+08	3.50209e+08	
3.41	1.69037e+08	3.69538e+08	
3.42	1.78366e+08	3.89933e+08	
3.43	1.8821e+08	4.11454e+08	
3.44	1.98598e+08	4.34163e+08	
3.45	2.09559e+08	4.58126e+08	
3.46	2.21125e+08	4.83411e+08	
3.47	2.3333e+08	5.10091e+08	
3.48	2.46207e+08	5.38244e+08	
3.49	2.59796e+08	5.67951e+08	
3.5	2.74135e+08	5.99297e+08	
3.51	2.89265e+08	6.32374e+08	
3.52	3.0523e+08	6.67276e+08	
3.53	3.22076e+08	7.04104e+08	
3.54	3.39852e+08	7.42965e+08	
3.55	3.5861e+08	7.83971e+08	
3.56	3.78402e+08	8.2724e+08	
3.57	3.99287e+08	8.72897e+08	
3.58	4.21324e+08	9.21074e+08	
3.59	4.44578e+08	9.7191e+08	
3.6	4.69115e+08	1.02555e+09	
3.61	4.95007e+08	1.08215e+09	
3.62	5.22327e+08	1.14188e+09	
3.63	5.51155e+08	1.2049e+09	
3.64	5.81575e+08	1.2714e+09	
3.65	6.13673e+08	1.34158e+09	
3.66	6.47543e+08	1.41562e+09	
3.67	6.83282e+08	1.49375e+09	
3.68	7.20994e+08	1.57619e+09	
3.69	7.60787e+08	1.66319e+09	
3.7	8.02777e+08	1.75498e+09	
3.71	8.47083e+08	1.85184e+09	
3.72	8.93836e+08	1.95405e+09	
3.73	9.43168e+08	2.0619e+09	
3.74	9.95224e+08	2.1757e+09	
3.75	1.05015e+09	2.29578e+09	
3.76	1.10811e+09	2.42249e+09	
3.77	1.16927e+09	2.55619e+09	
3.78	1.23381e+09	2.69727e+09	
3.79	1.3019e+09	2.84614e+09	
3.8	1.37376e+09	3.00323e+09	
3.81	1.44958e+09	3.16898e+09	
3.82	1.52958e+09	3.34388e+09	
3.83	1.614e+09	3.52844e+09	
3.84	1.70308e+09	3.72318e+09	
3.85	1.79708e+09	3.92867e+09	
3.86	1.89626e+09	4.1455e+09	
3.87	2.00092e+09	4.3743e+09	
3.88	2.11136e+09	4.61573e+09	
3.89	2.22789e+09	4.87048e+09	
3.9	2.35085e+09	5.13929e+09	
3.91	2.4806e+09	5.42294e+09	
3.92	2.61751e+09	5.72224e+09	
3.93	2.76197e+09	6.03806e+09	
3.94	2.91441e+09	6.37132e+09	
3.95	3.07527e+09	6.72296e+09	
3.96	3.245e+09	7.09402e+09	
3.97	3.42409e+09	7.48555e+09	
3.98	3.61308e+09	7.8987e+09	
3.99	3.81249e+09	8.33464e+09	
4	4.02291e+09	8.79465e+09	
4.01	4.24494e+09	9.28004e+09	
4.02	4.47923e+09	9.79223e+09	
4.03	4.72645e+09	1.03327e+10	
4.04	4.98731e+09	1.0903e+10	
4.05	5.26257e+09	1.15047e+10	
4.06	5.55302e+09	1.21397e+10	
4.07	5.85951e+09	1.28097e+10	
4.08	6.1829e+09	1.35167e+10	
4.09	6.52415e+09	1.42627e+10	
4.1	6.88423e+09	1.50499e+10	
4.11	7.26419e+09	1.58805e+10	
4.12	7.66511e+09	1.6757e+10	
4.13	8.08817e+09	1.76819e+10	
4.14	8.53457e+09	1.86578e+10	
4.15	9.00561e+09	1.96875e+10	
4.16	9.50265e+09	2.07741e+10	
4.17	1.00271e+10	2.19207e+10	
4.18	1.05805e+10	2.31305e+10	
4.19	1.11645e+10	2.44072e+10	
4.2	1.17807e+10	2.57542e+10	
4.21	1.24309e+10	2.71757e+10	
4.22	1.3117e+10	2.86756e+10	
4.23	1.38409e+10	3.02582e+10	
4.24	1.46048e+10	3.19282e+10	
4.25	1.54109e+10	3.36904e+10	
4.26	1.62615e+10	3.55499e+10	
4.27	1.7159e+10	3.75119e+10	
4.28	1.8106e+10	3.95823e+10	
4.29	1.91053e+10	4.17669e+10	
4.3	2.01598e+10	4.40721e+10	
4.31	2.12724e+10	4.65046e+10	
4.32	2.24465e+10	4.90712e+10	
4.33	2.36854e+10	5.17796e+10	
4.34	2.49926e+10	5.46374e+10	
4.35	2.6372e+10	5.7653e+10	
4.36	2.78276e+10	6.0835e+10	
4.37	2.93634e+10	6.41926e+10	
4.38	3.0984e+10	6.77355e+10	
4.39	3.26941e+10	7.14739e+10	
4.4	3.44986e+10	7.54187e+10	
4.41	3.64026e+10	7.95813e+10	
4.42	3.84118e+10	8.39735e+10	
4.43	4.05318e+10	8.86082e+10	
4.44	4.27688e+10	9.34987e+10	
4.45	4.51293e+10	9.8659e+10	
4.46	4.76201e+10	1.04104e+11	
4.47	5.02484e+10	1.0985e+11	
4.48	5.30217e+10	1.15913e+11	
4.49	5.5948e+10	1.2231e+11	
4.5	5.90359e+10	1.29061e+11	
4.51	6.22942e+10	1.36184e+11	
4.52	6.57324e+10	1.437e+11	
4.53	6.93603e+10	1.51631e+11	
4.54	7.31884e+10	1.6e+11	
4.55	7.72279e+10	1.68831e+11	
4.56	8.14902e+10	1.78149e+11	
4.57	8.59878e+10	1.87982e+11	
4.58	9.07337e+10	1.98357e+11	
4.59	9.57415e+10	2.09304e+11	
4.6	1.01026e+11	2.20856e+11	
4.61	1.06601e+11	2.33046e+11	
4.62	1.12485e+11	2.45908e+11	
4.63	1.18693e+11	2.5948e+11	
4.64	1.25244e+11	2.73801e+11	
4.65	1.32157e+11	2.88913e+11	
4.66	1.39451e+11	3.04859e+11	
4.67	1.47147e+11	3.21685e+11	
4.68	1.55269e+11	3.39439e+11	
4.69	1.63838e+11	3.58173e+11	
4.7	1.72881e+11	3.77942e+11	
4.71	1.82422e+11	3.98801e+11	
4.72	1.92491e+11	4.20812e+11	
4.73	2.03115e+11	4.44037e+11	
4.74	2.14325e+11	4.68545e+11	
4.75	2.26154e+11	4.94405e+11	
4.76	2.38636e+11	5.21692e+11	
4.77	2.51807e+11	5.50485e+11	
4.78	2.65705e+11	5.80867e+11	
4.79	2.80369e+11	6.12927e+11	
4.8	2.95843e+11	6.46755e+11	
4.81	3.12172e+11	6.82451e+11	
4.82	3.29401e+11	7.20117e+11	
4.83	3.47581e+11	7.59862e+11	
4.84	3.66765e+11	8.018e+11	
4.85	3.87008e+11	8.46053e+11	
4.86	4.08367e+11	8.92749e+11	
4.87	4.30906e+11	9.42021e+11	
4.88	4.54689e+11	9.94014e+11	
4.89	4.79784e+11	1.04888e+12	
4.9	5.06264e+11	1.10676e+12	
4.91	5.34206e+11	1.16785e+12	
4.92	5.6369e+11	1.23231e+12	
4.93	5.94801e+11	1.30032e+12	
4.94	6.27629e+11	1.37209e+12	
4.95	6.6227e+11	1.44781e+12	
4.96	6.98822e+11	1.52772e+12	
4.97	7.37391e+11	1.61204e+12	
4.98	7.78089e+11	1.70101e+12	
4.99	8.21034e+11	1.79489e+12	
5	8.66348e+11	1.89396e+12	
5.01	9.14164e+11	1.99849e+12	
5.02	9.64618e+11	2.10879e+12	
5.03	1.01786e+12	2.22518e+12	
5.04	1.07404e+12	2.34799e+12	
5.05	1.13331e+12	2.47758e+12	
5.06	1.19586e+12	2.61433e+12	
5.07	1.26187e+12	2.75862e+12	
5.08	1.33151e+12	2.91087e+12	
5.09	1.405e+12	3.07153e+12	
5.1	1.48254e+12	3.24105e+12	
5.11	1.56437e+12	3.41993e+12	
5.12	1.65071e+12	3.60868e+12	
5.13	1.74182e+12	3.80785e+12	
5.14	1.83795e+12	4.01802e+12	
5.15	1.93939e+12	4.23978e+12	
5.16	2.04643e+12	4.47378e+12	
5.17	2.15938e+12	4.7207e+12	
5.18	2.27856e+12	4.98125e+12	
5.19	2.40431e+12	5.25617e+12	
5.2	2.53701e+12	5.54627e+12	
5.21	2.67704e+12	5.85238e+12	
5.22	2.82479e+12	6.17538e+12	
5.23	2.98069e+12	6.51622e+12	
5.24	3.1452e+12	6.87586e+12	
5.25	3.3188e+12	7.25535e+12	
5.26	3.50197e+12	7.65579e+12	
5.27	3.69525e+12	8.07833e+12	
5.28	3.8992e+12	8.52419e+12	
5.29	4.1144e+12	8.99466e+12	
5.3	4.34148e+12	9.49109e+12	
5.31	4.5811e+12	1.00149e+13	
5.32	4.83394e+12	1.05677e+13	
5.33	5.10073e+12	1.11509e+13	
5.34	5.38225e+12	1.17664e+13	
5.35	5.67931e+12	1.24158e+13	
5.36	5.99276e+12	1.3101e+13	
5.37	6.32352e+12	1.38241e+13	
5.38	6.67253e+12	1.45871e+13	
5.39	7.0408e+12	1.53922e+13	
5.4	7.42939e+12	1.62417e+13	
5.41	7.83944e+12	1.71381e+13	
5.42	8.27211e+12	1.8084e+13	
5.43	8.72867e+12	1.90821e+13	
5.44	9.21042e+12	2.01353e+13	
5.45	9.71876e+12	2.12466e+13	
5.46	1.02552e+13	2.24192e+13	
5.47	1.08212e+13	2.36566e+13	
5.48	1.14184e+13	2.49622e+13	
5.49	1.20486e+13	2.634e+13	
5.5	1.27136e+13	2.77937e+13	
5.51	1.34153e+13	2.93277e+13	
5.52	1.41557e+13	3.09464e+13	
5.53	1.4937e+13	3.26544e+13	
5.54	1.57614e+13	3.44566e+13	
5.55	1.66313e+13	3.63584e+13	
5.56	1.75492e+13	3.8365e+13	
5.57	1.85178e+13	4.04825e+13	
5.58	1.95398e+13	4.27168e+13	
5.59	2.06183e+13	4.50744e+13	
5.6	2.17562e+13	4.75622e+13	
5.61	2.2957e+13	5.01872e+13	
5.62	2.42241e+13	5.29572e+13	
5.63	2.5561e+13	5.588e+13	
5.64	2.69718e+13	5.89641e+13	
5.65	2.84604e+13	6.22185e+13	
5.66	3.00312e+13	6.56525e+13	
5.67	3.16887e+13	6.92759e+13	
5.68	3.34377e+13	7.30994e+13	
5.69	3.52832e+13	7.71339e+13	
5.7	3.72305e+13	8.13911e+13	
5.71	3.92853e+13	8.58833e+13	
5.72	4.14536e+13	9.06233e+13	
5.73	4.37415e+13	9.5625e+13	
5.74	4.61557e+13	1.00903e+14	
5.75	4.87031e+13	1.06472e+14	
5.76	5.13911e+13	1.12348e+14	
5.77	5.42275e+13	1.18549e+14	
5.78	5.72204e+13	1.25092e+14	
5.79	6.03785e+13	1.31996e+14	
5.8	6.3711e+13	1.39281e+14	
5.81	6.72273e+13	1.46968e+14	
5.82	7.09377e+13	1.5508e+14	
5.83	7.48529e+13	1.63639e+14	
5.84	7.89842e+13	1.72671e+14	
5.85	8.33435e+13	1.82201e+14	
5.86	8.79434e+13	1.92257e+14	
5.87	9.27972e+13	2.02868e+14	
5.88	9.79189e+13	2.14064e+14	
5.89	1.03323e+14	2.25879e+14	
5.9	1.09026e+14	2.38346e+14	
5.91	1.15043e+14	2.51501e+14	
5.92	1.21393e+14	2.65381e+14	
5.93	1.28093e+14	2.80028e+14	
5.94	1.35162e+14	2.95484e+14	
5.95	1.42622e+14	3.11792e+14	
5.96	1.50494e+14	3.29001e+14	
5.97	1.588e+14	3.47159e+14	
5.98	1.67564e+14	3.66319e+14	
5.99	1.76813e+14	3.86537e+14	
6	1.86571e+14	4.07871e+14	
6.01	1.96868e+14	4.30382e+14	
6.02	2.07734e+14	4.54136e+14	
6.03	2.19199e+14	4.792e+14	
6.04	2.31297e+14	5.05649e+14	
6.05	2.44063e+14	5.33556e+14	
6.06	2.57533e+14	5.63004e+14	
6.07	2.71747e+14	5.94078e+14	
6.08	2.86746e+14	6.26866e+14	
6.09	3.02572e+14	6.61464e+14	
6.1	3.19271e+14	6.97972e+14	
6.11	3.36892e+14	7.36494e+14	
6.12	3.55486e+14	7.77143e+14	
6.13	3.75106e+14	8.20035e+14	
6.14	3.95809e+14	8.65295e+14	
6.15	4.17655e+14	9.13052e+14	
6.16	4.40706e+14	9.63445e+14	
6.17	4.65029e+14	1.01662e+15	
6.18	4.90695e+14	1.07273e+15	
6.19	5.17778e+14	1.13194e+15	
6.2	5.46355e+14	1.19441e+15	
6.21	5.7651e+14	1.26033e+15	
6.22	6.08328e+14	1.32989e+15	
6.23	6.41903e+14	1.40329e+15	
6.24	6.77331e+14	1.48074e+15	
6.25	7.14715e+14	1.56247e+15	
6.26	7.54161e+14	1.6487e+15	
6.27	7.95785e+14	1.7397e+15	
6.28	8.39706e+14	1.83572e+15	
6.29	8.86051e+14	1.93703e+15	
6.3	9.34954e+14	2.04394e+15	
6.31	9.86556e+14	2.15675e+15	
6.32	1.04101e+15	2.27579e+15	
6.33	1.09846e+15	2.40139e+15	
6.34	1.15909e+15	2.53393e+15	
6.35	1.22306e+15	2.67378e+15	
6.36	1.29056e+15	2.82135e+15	
6.37	1.36179e+15	2.97707e+15	
6.38	1.43695e+15	3.14138e+15	
6.39	1.51626e+15	3.31476e+15	
6.4	1.59995e+15	3.49771e+15	
6.41	1.68825e+15	3.69075e+15	
6.42	1.78143e+15	3.89445e+15	
6.43	1.87975e+15	4.1094e+15	
6.44	1.9835e+15	4.3362e+15	
6.45	2.09297e+15	4.57553e+15	
6.46	2.20849e+15	4.82806e+15	
6.47	2.33038e+15	5.09453e+15	
6.48	2.45899e+15	5.37571e+15	
6.49	2.59471e+15	5.6724e+15	
6.5	2.73792e+15	5.98548e+15	
6.51	2.88903e+15	6.31583e+15	
6.52	3.04848e+15	6.66441e+15	
6.53	3.21673e+15	7.03223e+15	
6.54	3.39427e+15	7.42036e+15	
6.55	3.58161e+15	7.8299e+15	
6.56	3.77929e+15	8.26205e+15	
6.57	3.98787e+15	8.71805e+15	
6.58	4.20797e+15	9.19922e+15	
6.59	4.44022e+15	9.70694e+15	
6.6	4.68528e+15	1.02427e+16	
6.61	4.94387e+15	1.0808e+16	
6.62	5.21674e+15	1.14045e+16	
6.63	5.50466e+15	1.2034e+16	
6.64	5.80847e+15	1.26981e+16	
6.65	6.12905e+15	1.3399e+16	
6.66	6.46733e+15	1.41385e+16	
6.67	6.82427e+15	1.49188e+16	
6.68	7.20092e+15	1.57422e+16	
6.69	7.59835e+15	1.66111e+16	
6.7	8.01772e+15	1.75279e+16	
6.71	8.46024e+15	1.84953e+16	
6.72	8.92718e+15	1.95161e+16	
6.73	9.41989e+15	2.05932e+16	
6.74	9.93979e+15	2.17298e+16	
6.75	1.04884e+16	2.29291e+16	
6.76	1.10673e+16	2.41946e+16	
6.77	1.16781e+16	2.55299e+16	
6.78	1.23226e+16	2.6939e+16	
6.79	1.30027e+16	2.84258e+16	
6.8	1.37204e+16	2.99947e+16	
6.81	1.44776e+16	3.16502e+16	
6.82	1.52767e+16	3.3397e+16	
6.83	1.61198e+16	3.52402e+16	
6.84	1.70095e+16	3.71852e+16	
6.85	1.79483e+16	3.92376e+16	
6.86	1.89389e+16	4.14032e+16	
6.87	1.99842e+16	4.36883e+16	
6.88	2.10872e+16	4.60995e+16	
6.89	2.2251e+16	4.86439e+16	
6.9	2.34791e+16	5.13286e+16	
6.91	2.4775e+16	5.41616e+16	
6.92	2.61423e+16	5.71508e+16	
6.93	2.75852e+16	6.03051e+16	
6.94	2.91077e+16	6.36335e+16	
6.95	3.07142e+16	6.71455e+16	
6.96	3.24094e+16	7.08514e+16	
6.97	3.41981e+16	7.47619e+16	
6.98	3.60856e+16	7.88881e+16	
6.99	3.80772e+16	8.32422e+16	
7	4.01788e+16	8.78365e+16	
7.01	4.23963e+16	9.26843e+16	
7.02	4.47363e+16	9.77998e+16	
7.03	4.72054e+16	1.03198e+17	
7.04	4.98107e+16	1.08893e+17	
7.05	5.25599e+16	1.14903e+17	
7.06	5.54608e+16	1.21245e+17	
7.07	5.85218e+16	1.27937e+17	
7.08	6.17517e+16	1.34998e+17	
7.09	6.51599e+16	1.42449e+17	
7.1	6.87562e+16	1.50311e+17	
7.11	7.2551e+16	1.58607e+17	
7.12	7.65552e+16	1.67361e+17	
7.13	8.07805e+16	1.76598e+17	
7.14	8.52389e+16	1.86344e+17	
7.15	8.99434e+16	1.96629e+17	
7.16	9.49076e+16	2.07481e+17	
7.17	1.00146e+17	2.18933e+17	
7.18	1.05673e+17	2.31016e+17	
7.19	1.11505e+17	2.43766e+17	
7.2	1.1766e+17	2.5722e+17	
7.21	1.24153e+17	2.71417e+17	
7.22	1.31006e+17	2.86397e+17	
7.23	1.38236e+17	3.02204e+17	
7.24	1.45866e+17	3.18883e+17	
7.25	1.53916e+17	3.36483e+17	
7.26	1.62411e+17	3.55054e+17	
7.27	1.71375e+17	3.7465e+17	
7.28	1.80834e+17	3.95328e+17	
7.29	1.90814e+17	4.17147e+17	
7.3	2.01346e+17	4.4017e+17	
7.31	2.12458e+17	4.64464e+17	
7.32	2.24184e+17	4.90099e+17	
7.33	2.36558e+17	5.17148e+17	
7.34	2.49614e+17	5.45691e+17	
7.35	2.6339e+17	5.75808e+17	
7.36	2.77927e+17	6.07589e+17	
7.37	2.93267e+17	6.41123e+17	
7.38	3.09453e+17	6.76508e+17	
7.39	3.26532e+17	7.13845e+17	
7.4	3.44554e+17	7.53244e+17	
7.41	3.63571e+17	7.94817e+17	
7.42	3.83637e+17	8.38685e+17	
7.43	4.04811e+17	8.84973e+17	
7.44	4.27153e+17	9.33817e+17	
7.45	4.50729e+17	9.85356e+17	
7.46	4.75605e+17	1.03974e+18	
7.47	5.01855e+17	1.09713e+18	
7.48	5.29553e+17	1.15768e+18	
