0	1	2	
7.49	5.58781e+17	1.22157e+18	
7.5	5.89621e+17	1.28899e+18	
7.51	6.22163e+17	1.36014e+18	
7.52	6.56502e+17	1.4352e+18	
7.53	6.92735e+17	1.51442e+18	
7.54	7.30969e+17	1.598e+18	
7.55	7.71313e+17	1.6862e+18	
7.56	8.13883e+17	1.77926e+18	
7.57	8.58803e+17	1.87746e+18	
7.58	9.06202e+17	1.98108e+18	
7.59	9.56217e+17	2.09042e+18	
7.6	1.00899e+18	2.2058e+18	
7.61	1.06468e+18	2.32754e+18	
7.62	1.12344e+18	2.456e+18	
7.63	1.18545e+18	2.59156e+18	
7.64	1.25088e+18	2.73459e+18	
7.65	1.31991e+18	2.88552e+18	
7.66	1.39276e+18	3.04478e+18	
7.67	1.46963e+18	3.21282e+18	
7.68	1.55074e+18	3.39014e+18	
7.69	1.63633e+18	3.57725e+18	
7.7	1.72665e+18	3.77469e+18	
7.71	1.82194e+18	3.98302e+18	
7.72	1.9225e+18	4.20285e+18	
7.73	2.02861e+18	4.43482e+18	
7.74	2.14057e+18	4.67959e+18	
7.75	2.25871e+18	4.93786e+18	
7.76	2.38337e+18	5.21039e+18	
7.77	2.51492e+18	5.49796e+18	
7.78	2.65372e+18	5.80141e+18	
7.79	2.80019e+18	6.1216e+18	
7.8	2.95473e+18	6.45946e+18	
7.81	3.11781e+18	6.81598e+18	
7.82	3.28989e+18	7.19216e+18	
7.83	3.47147e+18	7.58911e+18	
7.84	3.66306e+18	8.00797e+18	
7.85	3.86524e+18	8.44995e+18	
7.86	4.07857e+18	8.91632e+18	
7.87	4.30367e+18	9.40843e+18	
7.88	4.5412e+18	9.9277e+18	
7.89	4.79184e+18	1.04756e+19	
7.9	5.05631e+18	1.10538e+19	
7.91	5.33538e+18	1.16639e+19	
7.92	5.62985e+18	1.23076e+19	
7.93	5.94057e+18	1.29869e+19	
7.94	6.26844e+18	1.37037e+19	
7.95	6.61441e+18	1.446e+19	
7.96	6.97948e+18	1.52581e+19	
7.97	7.36469e+18	1.61002e+19	
7.98	7.77116e+18	1.69888e+19	
7.99	8.20007e+18	1.79265e+19	
8	8.65264e+18	1.89159e+19	
8.01	9.1302e+18	1.99599e+19	
8.02	9.63412e+18	2.10615e+19	
8.03	1.01658e+19	2.2224e+19	
8.04	1.07269e+19	2.34506e+19	
8.05	1.1319e+19	2.47448e+19	
8.06	1.19437e+19	2.61106e+19	
8.07	1.26029e+19	2.75516e+19	
8.08	1.32984e+19	2.90723e+19	
8.09	1.40324e+19	3.06768e+19	
8.1	1.48069e+19	3.237e+19	
8.11	1.56241e+19	3.41565e+19	
8.12	1.64864e+19	3.60417e+19	
8.13	1.73964e+19	3.80309e+19	
8.14	1.83565e+19	4.01299e+19	
8.15	1.93696e+19	4.23448e+19	
8.16	2.04387e+19	4.46819e+19	
8.17	2.15668e+19	4.71479e+19	
8.18	2.27571e+19	4.97501e+19	
8.19	2.40131e+19	5.2496e+19	
8.2	2.53384e+19	5.53933e+19	
8.21	2.67369e+19	5.84506e+19	
8.22	2.82125e+19	6.16766e+19	
8.23	2.97697e+19	6.50807e+19	
8.24	3.14127e+19	6.86726e+19	
8.25	3.31464e+19	7.24628e+19	
8.26	3.49759e+19	7.64621e+19	
8.27	3.69063e+19	8.06823e+19	
8.28	3.89432e+19	8.51353e+19	
8.29	4.10925e+19	8.98341e+19	
8.3	4.33605e+19	9.47922e+19	
8.31	4.57537e+19	1.00024e+20	
8.32	4.82789e+19	1.05545e+20	
8.33	5.09435e+19	1.1137e+20	
8.34	5.37552e+19	1.17516e+20	
8.35	5.67221e+19	1.24002e+20	
8.36	5.98527e+19	1.30846e+20	
8.37	6.31561e+19	1.38068e+20	
8.38	6.66418e+19	1.45688e+20	
8.39	7.03199e+19	1.53729e+20	
8.4	7.4201e+19	1.62214e+20	
8.41	7.82963e+19	1.71167e+20	
8.42	8.26176e+19	1.80614e+20	
8.43	8.71775e+19	1.90582e+20	
8.44	9.1989e+19	2.01101e+20	
8.45	9.7066e+19	2.122e+20	
8.46	1.02423e+20	2.23912e+20	
8.47	1.08076e+20	2.3627e+20	
8.48	1.14041e+20	2.4931e+20	
8.49	1.20335e+20	2.6307e+20	
8.5	1.26977e+20	2.77589e+20	
8.51	1.33985e+20	2.9291e+20	
8.52	1.4138e+20	3.09077e+20	
8.53	1.49183e+20	3.26135e+20	
8.54	1.57417e+20	3.44135e+20	
8.55	1.66105e+20	3.63129e+20	
8.56	1.75273e+20	3.83171e+20	
8.57	1.84946e+20	4.04319e+20	
8.58	1.95154e+20	4.26634e+20	
8.59	2.05925e+20	4.50181e+20	
8.6	2.1729e+20	4.75027e+20	
8.61	2.29283e+20	5.01245e+20	
8.62	2.41937e+20	5.28909e+20	
8.63	2.55291e+20	5.58101e+20	
8.64	2.69381e+20	5.88904e+20	
8.65	2.84248e+20	6.21407e+20	
8.66	2.99936e+20	6.55703e+20	
8.67	3.16491e+20	6.91893e+20	
8.68	3.33958e+20	7.3008e+20	
8.69	3.5239e+20	7.70375e+20	
8.7	3.71839e+20	8.12893e+20	
8.71	3.92362e+20	8.57758e+20	
8.72	4.14017e+20	9.051e+20	
8.73	4.36868e+20	9.55054e+20	
8.74	4.60979e+20	1.00777e+21	
8.75	4.86422e+20	1.06339e+21	
8.76	5.13268e+20	1.12208e+21	
8.77	5.41597e+20	1.18401e+21	
8.78	5.71489e+20	1.24935e+21	
8.79	6.0303e+20	1.31831e+21	
8.8	6.36313e+20	1.39107e+21	
8.81	6.71432e+20	1.46784e+21	
8.82	7.0849e+20	1.54886e+21	
8.83	7.47593e+20	1.63434e+21	
8.84	7.88854e+20	1.72455e+21	
8.85	8.32393e+20	1.81973e+21	
8.86	8.78334e+20	1.92016e+21	
8.87	9.26811e+20	2.02614e+21	
8.88	9.77964e+20	2.13797e+21	
8.89	1.03194e+21	2.25596e+21	
8.9	1.08889e+21	2.38048e+21	
8.91	1.14899e+21	2.51186e+21	
8.92	1.21241e+21	2.65049e+21	
8.93	1.27932e+21	2.79678e+21	
8.94	1.34993e+21	2.95114e+21	
8.95	1.42444e+21	3.11402e+21	
8.96	1.50306e+21	3.28589e+21	
8.97	1.58601e+21	3.46724e+21	
8.98	1.67355e+21	3.65861e+21	
8.99	1.76591e+21	3.86054e+21	
9	1.86338e+21	4.07361e+21	
9.01	1.96622e+21	4.29844e+21	
9.02	2.07474e+21	4.53568e+21	
9.03	2.18925e+21	4.78601e+21	
9.04	2.31008e+21	5.05016e+21	
9.05	2.43758e+21	5.32889e+21	
9.06	2.57211e+21	5.623e+21	
9.07	2.71407e+21	5.93335e+21	
9.08	2.86387e+21	6.26082e+21	
9.09	3.02193e+21	6.60637e+21	
9.1	3.18872e+21	6.97099e+21	
9.11	3.36471e+21	7.35573e+21	
9.12	3.55042e+21	7.76171e+21	
9.13	3.74637e+21	8.19009e+21	
9.14	3.95314e+21	8.64212e+21	
9.15	4.17132e+21	9.1191e+21	
9.16	4.40155e+21	9.6224e+21	
9.17	4.64448e+21	1.01535e+22	
9.18	4.90082e+21	1.07139e+22	
9.19	5.1713e+21	1.13052e+22	
9.2	5.45672e+21	1.19292e+22	
9.21	5.75788e+21	1.25875e+22	
9.22	6.07567e+21	1.32823e+22	
9.23	6.411e+21	1.40154e+22	
9.24	6.76484e+21	1.47889e+22	
9.25	7.1382e+21	1.56051e+22	
9.26	7.53218e+21	1.64664e+22	
9.27	7.94789e+21	1.73752e+22	
9.28	8.38655e+21	1.83342e+22	
9.29	8.84943e+21	1.93461e+22	
9.3	9.33784e+21	2.04138e+22	
9.31	9.85322e+21	2.15405e+22	
9.32	1.0397e+22	2.27294e+22	
9.33	1.09709e+22	2.39839e+22	
9.34	1.15764e+22	2.53076e+22	
9.35	1.22153e+22	2.67044e+22	
9.36	1.28895e+22	2.81782e+22	
9.37	1.36009e+22	2.97335e+22	
9.38	1.43515e+22	3.13745e+22	
9.39	1.51436e+22	3.31061e+22	
9.4	1.59795e+22	3.49333e+22	
9.41	1.68614e+22	3.68614e+22	
9.42	1.7792e+22	3.88958e+22	
9.43	1.8774e+22	4.10426e+22	
9.44	1.98102e+22	4.33078e+22	
9.45	2.09035e+22	4.5698e+22	
9.46	2.20572e+22	4.82202e+22	
9.47	2.32746e+22	5.08816e+22	
9.48	2.45592e+22	5.36898e+22	
9.49	2.59147e+22	5.66531e+22	
9.5	2.73449e+22	5.97799e+22	
9.51	2.88542e+22	6.30793e+22	
9.52	3.04467e+22	6.65607e+22	
9.53	3.21271e+22	7.02344e+22	
9.54	3.39003e+22	7.41108e+22	
9.55	3.57713e+22	7.82011e+22	
9.56	3.77456e+22	8.25172e+22	
9.57	3.98288e+22	8.70715e+22	
9.58	4.20271e+22	9.18771e+22	
9.59	4.43466e+22	9.6948e+22	
9.6	4.67942e+22	1.02299e+23	
9.61	4.93769e+22	1.07945e+23	
9.62	5.21021e+22	1.13903e+23	
9.63	5.49777e+22	1.20189e+23	
9.64	5.80121e+22	1.26823e+23	
9.65	6.12139e+22	1.33822e+23	
9.66	6.45924e+22	1.41208e+23	
9.67	6.81574e+22	1.49002e+23	
9.68	7.19191e+22	1.57225e+23	
9.69	7.58885e+22	1.65903e+23	
9.7	8.00769e+22	1.75059e+23	
9.71	8.44966e+22	1.84721e+23	
9.72	8.91601e+22	1.94917e+23	
9.73	9.4081e+22	2.05674e+23	
9.74	9.92736e+22	2.17026e+23	
9.75	1.04753e+23	2.29004e+23	
9.76	1.10534e+23	2.41643e+23	
9.77	1.16635e+23	2.5498e+23	
9.78	1.23072e+23	2.69053e+23	
9.79	1.29865e+23	2.83903e+23	
9.8	1.37032e+23	2.99572e+23	
9.81	1.44595e+23	3.16106e+23	
9.82	1.52576e+23	3.33552e+23	
9.83	1.60997e+23	3.51962e+23	
9.84	1.69883e+23	3.71387e+23	
9.85	1.79259e+23	3.91885e+23	
9.86	1.89152e+23	4.13514e+23	
9.87	1.99592e+23	4.36336e+23	
9.88	2.10608e+23	4.60419e+23	
9.89	2.22232e+23	4.8583e+23	
9.9	2.34497e+23	5.12644e+23	
9.91	2.4744e+23	5.40938e+23	
9.92	2.61096e+23	5.70794e+23	
9.93	2.75507e+23	6.02297e+23	
9.94	2.90713e+23	6.35539e+23	
9.95	3.06758e+23	6.70616e+23	
9.96	3.23688e+23	7.07628e+23	
9.97	3.41553e+23	7.46684e+23	
9.98	3.60404e+23	7.87895e+23	
9.99	3.80296e+23	8.3138e+23	
10	4.01285e+23	8.77266e+23	
10.01	4.23433e+23	9.25684e+23	
10.02	4.46803e+23	9.76774e+23	
10.03	4.71463e+23	1.03068e+24	
10.04	4.97484e+23	1.08757e+24	
10.05	5.24941e+23	1.1476e+24	
10.06	5.53914e+23	1.21093e+24	
10.07	5.84486e+23	1.27777e+24	
10.08	6.16744e+23	1.34829e+24	
10.09	6.50784e+23	1.42271e+24	
10.1	6.86702e+23	1.50123e+24	
10.11	7.24603e+23	1.58408e+24	
10.12	7.64595e+23	1.67151e+24	
10.13	8.06794e+23	1.76377e+24	
10.14	8.51323e+23	1.86111e+24	
10.15	8.98309e+23	1.96383e+24	
10.16	9.47889e+23	2.07222e+24	
10.17	1.0002e+24	2.18659e+24	
10.18	1.05541e+24	2.30727e+24	
10.19	1.11366e+24	2.43461e+24	
10.2	1.17512e+24	2.56899e+24	
10.21	1.23998e+24	2.71077e+24	
10.22	1.30842e+24	2.86039e+24	
10.23	1.38063e+24	3.01826e+24	
10.24	1.45683e+24	3.18484e+24	
10.25	1.53724e+24	3.36062e+24	
10.26	1.62208e+24	3.5461e+24	
10.27	1.71161e+24	3.74181e+24	
10.28	1.80607e+24	3.94833e+24	
10.29	1.90576e+24	4.16625e+24	
10.3	2.01094e+24	4.39619e+24	
10.31	2.12193e+24	4.63883e+24	
10.32	2.23904e+24	4.89486e+24	
10.33	2.36262e+24	5.16501e+24	
10.34	2.49301e+24	5.45008e+24	
10.35	2.63061e+24	5.75088e+24	
10.36	2.7758e+24	6.06829e+24	
10.37	2.929e+24	6.40321e+24	
10.38	3.09066e+24	6.75661e+24	
10.39	3.26124e+24	7.12952e+24	
10.4	3.44123e+24	7.52302e+24	
10.41	3.63116e+24	7.93823e+24	
10.42	3.83157e+24	8.37636e+24	
10.43	4.04304e+24	8.83866e+24	
10.44	4.26619e+24	9.32649e+24	
10.45	4.50165e+24	9.84124e+24	
10.46	4.7501e+24	1.03844e+25	
10.47	5.01227e+24	1.09575e+25	
10.48	5.28891e+24	1.15623e+25	
10.49	5.58082e+24	1.22004e+25	
10.5	5.88883e+24	1.28738e+25	
10.51	6.21385e+24	1.35843e+25	
10.52	6.5568e+24	1.43341e+25	
10.53	6.91869e+24	1.51252e+25	
10.54	7.30054e+24	1.596e+25	
10.55	7.70348e+24	1.68409e+25	
10.56	8.12865e+24	1.77704e+25	
10.57	8.57728e+24	1.87512e+25	
10.58	9.05068e+24	1.97861e+25	
10.59	9.55021e+24	2.08781e+25	
10.6	1.00773e+25	2.20304e+25	
10.61	1.06335e+25	2.32463e+25	
10.62	1.12204e+25	2.45293e+25	
10.63	1.18397e+25	2.58831e+25	
10.64	1.24931e+25	2.73117e+25	
10.65	1.31826e+25	2.88191e+25	
10.66	1.39102e+25	3.04097e+25	
10.67	1.46779e+25	3.2088e+25	
10.68	1.5488e+25	3.3859e+25	
10.69	1.63429e+25	3.57278e+25	
10.7	1.72449e+25	3.76997e+25	
10.71	1.81966e+25	3.97804e+25	
10.72	1.92009e+25	4.1976e+25	
10.73	2.02607e+25	4.42927e+25	
10.74	2.13789e+25	4.67373e+25	
10.75	2.25589e+25	4.93168e+25	
10.76	2.38039e+25	5.20387e+25	
10.77	2.51177e+25	5.49109e+25	
10.78	2.6504e+25	5.79415e+25	
10.79	2.79668e+25	6.11394e+25	
10.8	2.95104e+25	6.45138e+25	
10.81	3.11391e+25	6.80745e+25	
10.82	3.28578e+25	7.18317e+25	
10.83	3.46712e+25	7.57962e+25	
10.84	3.65848e+25	7.99796e+25	
10.85	3.8604e+25	8.43938e+25	
10.86	4.07346e+25	8.90517e+25	
10.87	4.29829e+25	9.39666e+25	
10.88	4.53552e+25	9.91528e+25	
10.89	4.78584e+25	1.04625e+26	
10.9	5.04998e+25	1.104e+26	
10.91	5.3287e+25	1.16493e+26	
10.92	5.62281e+25	1.22922e+26	
10.93	5.93314e+25	1.29707e+26	
10.94	6.2606e+25	1.36866e+26	
10.95	6.60614e+25	1.44419e+26	
10.96	6.97074e+25	1.5239e+26	
10.97	7.35547e+25	1.60801e+26	
10.98	7.76144e+25	1.69676e+26	
10.99	8.18981e+25	1.79041e+26	
11	8.64182e+25	1.88922e+26	
11.01	9.11878e+25	1.99349e+26	
11.02	9.62207e+25	2.10352e+26	
11.03	1.01531e+26	2.21962e+26	
11.04	1.07135e+26	2.34212e+26	
11.05	1.13048e+26	2.47139e+26	
11.06	1.19287e+26	2.60779e+26	
11.07	1.25871e+26	2.75172e+26	
11.08	1.32818e+26	2.90359e+26	
11.09	1.40149e+26	3.06385e+26	
11.1	1.47884e+26	3.23295e+26	
11.11	1.56046e+26	3.41138e+26	
11.12	1.64658e+26	3.59966e+26	
11.13	1.73746e+26	3.79833e+26	
11.14	1.83335e+26	4.00797e+26	
11.15	1.93454e+26	4.22918e+26	
11.16	2.04131e+26	4.4626e+26	
11.17	2.15398e+26	4.7089e+26	
11.18	2.27286e+26	4.96879e+26	
11.19	2.3983e+26	5.24303e+26	
11.2	2.53067e+26	5.5324e+26	
11.21	2.67034e+26	5.83775e+26	
11.22	2.81773e+26	6.15994e+26	
11.23	2.97324e+26	6.49992e+26	
11.24	3.13734e+26	6.85867e+26	
11.25	3.3105e+26	7.23721e+26	
11.26	3.49321e+26	7.63665e+26	
11.27	3.68601e+26	8.05813e+26	
11.28	3.88945e+26	8.50288e+26	
11.29	4.10411e+26	8.97217e+26	
11.3	4.33063e+26	9.46736e+26	
11.31	4.56964e+26	9.98989e+26	
11.32	4.82185e+26	1.05412e+27	
11.33	5.08798e+26	1.1123e+27	
11.34	5.3688e+26	1.17369e+27	
11.35	5.66511e+26	1.23847e+27	
11.36	5.97778e+26	1.30683e+27	
11.37	6.30771e+26	1.37895e+27	
11.38	6.65584e+26	1.45506e+27	
11.39	7.02319e+26	1.53537e+27	
11.4	7.41082e+26	1.62011e+27	
11.41	7.81984e+26	1.70953e+27	
11.42	8.25143e+26	1.80388e+27	
11.43	8.70684e+26	1.90344e+27	
11.44	9.18739e+26	2.00849e+27	
11.45	9.69446e+26	2.11935e+27	
11.46	1.02295e+27	2.23632e+27	
11.47	1.07941e+27	2.35974e+27	
11.48	1.13899e+27	2.48998e+27	
11.49	1.20185e+27	2.62741e+27	
11.5	1.26818e+27	2.77242e+27	
11.51	1.33817e+27	2.92544e+27	
11.52	1.41203e+27	3.0869e+27	
11.53	1.48996e+27	3.25727e+27	
11.54	1.5722e+27	3.43705e+27	
11.55	1.65897e+27	3.62675e+27	
11.56	1.75053e+27	3.82691e+27	
11.57	1.84715e+27	4.03813e+27	
11.58	1.9491e+27	4.261e+27	
11.59	2.05667e+27	4.49617e+27	
11.6	2.17018e+27	4.74433e+27	
11.61	2.28996e+27	5.00618e+27	
11.62	2.41635e+27	5.28248e+27	
11.63	2.54971e+27	5.57403e+27	
11.64	2.69044e+27	5.88167e+27	
11.65	2.83893e+27	6.20629e+27	
11.66	2.99561e+27	6.54883e+27	
11.67	3.16095e+27	6.91027e+27	
11.68	3.33541e+27	7.29167e+27	
11.69	3.51949e+27	7.69411e+27	
11.7	3.71374e+27	8.11876e+27	
11.71	3.91871e+27	8.56685e+27	
11.72	4.13499e+27	9.03968e+27	
11.73	4.36321e+27	9.53859e+27	
11.74	4.60403e+27	1.0065e+28	
11.75	4.85813e+27	1.06206e+28	
11.76	5.12626e+27	1.12067e+28	
11.77	5.40919e+27	1.18253e+28	
11.78	5.70774e+27	1.24779e+28	
11.79	6.02276e+27	1.31666e+28	
11.8	6.35517e+27	1.38933e+28	
11.81	6.70592e+27	1.46601e+28	
11.82	7.07604e+27	1.54692e+28	
11.83	7.46658e+27	1.6323e+28	
11.84	7.87867e+27	1.72239e+28	
11.85	8.31351e+27	1.81745e+28	
11.86	8.77235e+27	1.91776e+28	
11.87	9.25652e+27	2.0236e+28	
11.88	9.7674e+27	2.13529e+28	
11.89	1.03065e+28	2.25314e+28	
11.9	1.08753e+28	2.3775e+28	
11.91	1.14756e+28	2.50872e+28	
11.92	1.21089e+28	2.64718e+28	
11.93	1.27772e+28	2.79328e+28	
11.94	1.34824e+28	2.94745e+28	
11.95	1.42266e+28	3.11013e+28	
11.96	1.50117e+28	3.28178e+28	
11.97	1.58403e+28	3.46291e+28	
11.98	1.67145e+28	3.65403e+28	
11.99	1.7637e+28	3.85571e+28	
12	1.86105e+28	4.06851e+28	
12.01	1.96376e+28	4.29306e+28	
12.02	2.07215e+28	4.53e+28	
12.03	2.18651e+28	4.78002e+28	
12.04	2.30719e+28	5.04384e+28	
12.05	2.43453e+28	5.32222e+28	
12.06	2.5689e+28	5.61597e+28	
12.07	2.71068e+28	5.92592e+28	
12.08	2.86029e+28	6.25299e+28	
12.09	3.01815e+28	6.5981e+28	
12.1	3.18473e+28	6.96227e+28	
12.11	3.3605e+28	7.34653e+28	
12.12	3.54597e+28	7.752e+28	
12.13	3.74168e+28	8.17985e+28	
12.14	3.9482e+28	8.63131e+28	
12.15	4.1661e+28	9.10769e+28	
12.16	4.39604e+28	9.61036e+28	
12.17	4.63867e+28	1.01408e+29	
12.18	4.89469e+28	1.07005e+29	
12.19	5.16483e+28	1.12911e+29	
12.2	5.44989e+28	1.19142e+29	
12.21	5.75068e+28	1.25718e+29	
12.22	6.06807e+28	1.32657e+29	
12.23	6.40298e+28	1.39978e+29	
12.24	6.75638e+28	1.47704e+29	
12.25	7.12928e+28	1.55856e+29	
12.26	7.52276e+28	1.64458e+29	
12.27	7.93795e+28	1.73535e+29	
12.28	8.37606e+28	1.83113e+29	
12.29	8.83836e+28	1.93219e+29	
12.3	9.32616e+28	2.03883e+29	
12.31	9.84089e+28	2.15136e+29	
12.32	1.0384e+29	2.2701e+29	
12.33	1.09571e+29	2.39539e+29	
12.34	1.15619e+29	2.52759e+29	
12.35	1.22e+29	2.6671e+29	
12.36	1.28734e+29	2.8143e+29	
12.37	1.35839e+29	2.96963e+29	
12.38	1.43336e+29	3.13353e+29	
12.39	1.51247e+29	3.30647e+29	
12.4	1.59595e+29	3.48896e+29	
12.41	1.68403e+29	3.68153e+29	
12.42	1.77697e+29	3.88472e+29	
12.43	1.87505e+29	4.09912e+29	
12.44	1.97854e+29	4.32536e+29	
12.45	2.08774e+29	4.56409e+29	
12.46	2.20296e+29	4.81599e+29	
12.47	2.32455e+29	5.08179e+29	
12.48	2.45285e+29	5.36227e+29	
12.49	2.58822e+29	5.65822e+29	
12.5	2.73107e+29	5.97051e+29	
12.51	2.88181e+29	6.30004e+29	
12.52	3.04086e+29	6.64775e+29	
12.53	3.20869e+29	7.01465e+29	
12.54	3.38579e+29	7.4018e+29	
12.55	3.57265e+29	7.81033e+29	
12.56	3.76984e+29	8.24139e+29	
12.57	3.9779e+29	8.69625e+29	
12.58	4.19745e+29	9.17622e+29	
12.59	4.42912e+29	9.68267e+29	
12.6	4.67357e+29	1.02171e+30	
12.61	4.93151e+29	1.0781e+30	
12.62	5.20369e+29	1.1376e+30	
12.63	5.4909e+29	1.20039e+30	
12.64	5.79395e+29	1.26664e+30	
12.65	6.11373e+29	1.33655e+30	
12.66	6.45116e+29	1.41031e+30	
12.67	6.80721e+29	1.48815e+30	
12.68	7.18292e+29	1.57029e+30	
12.69	7.57936e+29	1.65695e+30	
12.7	7.99768e+29	1.7484e+30	
12.71	8.43909e+29	1.8449e+30	
12.72	8.90486e+29	1.94673e+30	
12.73	9.39633e+29	2.05417e+30	
12.74	9.91494e+29	2.16754e+30	
12.75	1.04622e+30	2.28718e+30	
12.76	1.10396e+30	2.41341e+30	
12.77	1.16489e+30	2.54661e+30	
12.78	1.22918e+30	2.68716e+30	
12.79	1.29702e+30	2.83547e+30	
12.8	1.36861e+30	2.99197e+30	
12.81	1.44414e+30	3.1571e+30	
12.82	1.52385e+30	3.33135e+30	
12.83	1.60795e+30	3.51521e+30	
12.84	1.6967e+30	3.70923e+30	
12.85	1.79034e+30	3.91395e+30	
12.86	1.88916e+30	4.12996e+30	
12.87	1.99342e+30	4.35791e+30	
12.88	2.10345e+30	4.59843e+30	
12.89	2.21954e+30	4.85222e+30	
12.9	2.34204e+30	5.12003e+30	
12.91	2.4713e+30	5.40261e+30	
12.92	2.6077e+30	5.7008e+30	
12.93	2.75162e+30	6.01543e+30	
12.94	2.90349e+30	6.34744e+30	
12.95	3.06374e+30	6.69777e+30	
12.96	3.23283e+30	7.06743e+30	
12.97	3.41126e+30	7.4575e+30	
12.98	3.59954e+30	7.86909e+30	
12.99	3.7982e+30	8.3034e+30	
13	4.00783e+30	8.76168e+30	
13.01	4.22903e+30	9.24526e+30	
13.02	4.46244e+30	9.75553e+30	
13.03	4.70873e+30	1.0294e+31	
13.04	4.96862e+30	1.08621e+31	
13.05	5.24285e+30	1.14616e+31	
13.06	5.53221e+30	1.20942e+31	
13.07	5.83754e+30	1.27617e+31	
13.08	6.15973e+30	1.3466e+31	
13.09	6.4997e+30	1.42093e+31	
13.1	6.85843e+30	1.49935e+31	
13.11	7.23696e+30	1.5821e+31	
13.12	7.63638e+30	1.66942e+31	
13.13	8.05785e+30	1.76156e+31	
13.14	8.50258e+30	1.85878e+31	
13.15	8.97186e+30	1.96137e+31	
13.16	9.46703e+30	2.06963e+31	
13.17	9.98954e+30	2.18385e+31	
13.18	1.05409e+31	2.30438e+31	
13.19	1.11227e+31	2.43157e+31	
13.2	1.17365e+31	2.56577e+31	
13.21	1.23843e+31	2.70738e+31	
13.22	1.30678e+31	2.85681e+31	
13.23	1.37891e+31	3.01448e+31	
13.24	1.45501e+31	3.18086e+31	
13.25	1.53532e+31	3.35641e+31	
13.26	1.62005e+31	3.54166e+31	
13.27	1.70947e+31	3.73713e+31	
13.28	1.80382e+31	3.94339e+31	
13.29	1.90337e+31	4.16104e+31	
13.3	2.00842e+31	4.39069e+31	
13.31	2.11927e+31	4.63303e+31	
13.32	2.23624e+31	4.88873e+31	
13.33	2.35966e+31	5.15855e+31	
13.34	2.4899e+31	5.44326e+31	
13.35	2.62732e+31	5.74369e+31	
13.36	2.77233e+31	6.06069e+31	
13.37	2.92534e+31	6.3952e+31	
13.38	3.08679e+31	6.74816e+31	
13.39	3.25716e+31	7.12061e+31	
13.4	3.43693e+31	7.51361e+31	
13.41	3.62662e+31	7.9283e+31	
13.42	3.82678e+31	8.36588e+31	
13.43	4.03799e+31	8.82761e+31	
13.44	4.26085e+31	9.31482e+31	
13.45	4.49602e+31	9.82893e+31	
13.46	4.74416e+31	1.03714e+32	
13.47	5.006e+31	1.09438e+32	
13.48	5.28229e+31	1.15478e+32	
13.49	5.57383e+31	1.21852e+32	
13.5	5.88147e+31	1.28577e+32	
13.51	6.20608e+31	1.35674e+32	
13.52	6.5486e+31	1.43162e+32	
13.53	6.91003e+31	1.51063e+32	
13.54	7.29141e+31	1.59401e+32	
13.55	7.69384e+31	1.68198e+32	
13.56	8.11848e+31	1.77481e+32	
13.57	8.56656e+31	1.87277e+32	
13.58	9.03936e+31	1.97613e+32	
13.59	9.53826e+31	2.0852e+32	
13.6	1.00647e+32	2.20028e+32	
13.61	1.06202e+32	2.32172e+32	
13.62	1.12063e+32	2.44986e+32	
13.63	1.18248e+32	2.58508e+32	
13.64	1.24775e+32	2.72775e+32	
13.65	1.31661e+32	2.8783e+32	
13.66	1.38928e+32	3.03716e+32	
13.67	1.46596e+32	3.20479e+32	
13.68	1.54687e+32	3.38167e+32	
13.69	1.63224e+32	3.56831e+32	
13.7	1.72233e+32	3.76525e+32	
13.71	1.81739e+32	3.97306e+32	
13.72	1.91769e+32	4.19235e+32	
13.73	2.02353e+32	4.42373e+32	
13.74	2.13522e+32	4.66789e+32	
13.75	2.25306e+32	4.92552e+32	
13.76	2.37742e+32	5.19737e+32	
13.77	2.50863e+32	5.48422e+32	
13.78	2.64709e+32	5.7869e+32	
13.79	2.79319e+32	6.1063e+32	
13.8	2.94735e+32	6.44331e+32	
13.81	3.11002e+32	6.79893e+32	
13.82	3.28167e+32	7.17418e+32	
13.83	3.46279e+32	7.57014e+32	
13.84	3.65391e+32	7.98795e+32	
13.85	3.85557e+32	8.42882e+32	
13.86	4.06837e+32	8.89403e+32	
13.87	4.29291e+32	9.38491e+32	
13.88	4.52985e+32	9.90288e+32	
13.89	4.77986e+32	1.04494e+33	
13.9	5.04367e+32	1.10262e+33	
13.91	5.32204e+32	1.16347e+33	
13.92	5.61577e+32	1.22769e+33	
13.93	5.92572e+32	1.29545e+33	
13.94	6.25277e+32	1.36694e+33	
13.95	6.59787e+32	1.44239e+33	
13.96	6.96202e+32	1.522e+33	
13.97	7.34627e+32	1.606e+33	
13.98	7.75173e+32	1.69464e+33	
13.99	8.17956e+32	1.78817e+33	
14	8.63101e+32	1.88686e+33	
14.01	9.10737e+32	1.991e+33	
14.02	9.61003e+32	2.10089e+33	
14.03	1.01404e+33	2.21684e+33	
14.04	1.07001e+33	2.33919e+33	
14.05	1.12907e+33	2.4683e+33	
14.06	1.19138e+33	2.60453e+33	
14.07	1.25714e+33	2.74828e+33	
14.08	1.32652e+33	2.89996e+33	
14.09	1.39973e+33	3.06001e+33	
14.1	1.47699e+33	3.2289e+33	
14.11	1.55851e+33	3.40711e+33	
14.12	1.64452e+33	3.59516e+33	
14.13	1.73529e+33	3.79358e+33	
14.14	1.83106e+33	4.00296e+33	
14.15	1.93212e+33	4.22389e+33	
