20.3116	-9.90733	1.96674
20.4609	-9.40004	4.80465
20.6102	-8.48322	7.43323
20.7595	-7.19682	9.73797
20.9235	-5.42514	11.7772
21.0979	-3.23013	13.2656
21.2723	-0.843252	13.9661
21.406	1.02699	13.942
21.5444	2.92557	13.4036
21.6828	4.71451	12.3628
21.8344	6.46885	10.6933
21.9964	8.02069	8.38033
22.1688	9.2183	5.4519
22.3411	9.88145	2.20737
22.4806	9.99938	-0.522095
22.6201	9.73671	-3.23169
22.7596	9.10344	-5.81827
22.906	8.06637	-8.29386
23.0635	6.57555	-10.5648
23.2313	4.63837	-12.4192
23.4101	2.29643	-13.6419
23.5569	0.25878	-14.0113
23.7038	-1.78978	-13.79
23.8506	-3.76288	-12.9872
23.9975	-5.57732	-11.6369
24.1542	-7.25246	-9.65664
24.3211	-8.65247	-7.04006
24.4988	-9.62371	-3.83874
24.6481	-9.98298	-0.956844
24.7973	-9.90732	1.96674
24.9466	-9.40003	4.80465
25.0959	-8.48322	7.43323
25.2452	-7.19682	9.73796
25.4092	-5.42514	11.7772
25.5836	-3.23012	13.2656
25.758	-0.84325	13.9661
25.8917	1.02699	13.942
26.0301	2.92557	13.4036
26.1685	4.71451	12.3628
26.3201	6.46884	10.6933
26.4821	8.02068	8.38032
26.6545	9.2183	5.45189
26.8268	9.88144	2.20737
26.9663	9.99937	-0.522096
27.1058	9.7367	-3.23169
27.2453	9.10343	-5.81827
27.3917	8.06636	-8.29385
27.5492	6.57555	-10.5648
27.717	4.63836	-12.4192
27.8958	2.29642	-13.6419
28.0426	0.258779	-14.0113
28.1895	-1.78978	-13.79
28.3363	-3.76287	-12.9872
28.4832	-5.57732	-11.6369
28.6399	-7.25245	-9.65663
28.8068	-8.65246	-7.04006
28.9845	-9.6237	-3.83874
29.1338	-9.98297	-0.956841
29.283	-9.90731	1.96674
29.4323	-9.40002	4.80464
29.5816	-8.48321	7.43322
29.7309	-7.19681	9.73796
29.8949	-5.42513	11.7772
30.0693	-3.23012	13.2656
30.2437	-0.843248	13.9661
30.3774	1.02699	13.942
30.5158	2.92557	13.4035
30.6542	4.71451	12.3628
30.8058	6.46884	10.6933
30.9678	8.02068	8.38031
31.1402	9.21829	5.45188
31.3125	9.88144	2.20736
31.452	9.99936	-0.522097
31.5915	9.73669	-3.23168
31.731	9.10342	-5.81827
31.8775	8.06635	-8.29385
32.0349	6.57554	-10.5648
32.2027	4.63836	-12.4192
32.3815	2.29642	-13.6419
32.5283	0.258777	-14.0113
32.6752	-1.78978	-13.7899
32.822	-3.76287	-12.9872
32.9689	-5.57731	-11.6369
33.1256	-7.25245	-9.65662
33.2925	-8.65246	-7.04005
33.4702	-9.62369	-3.83873
33.6195	-9.98296	-0.956839
33.7687	-9.9073	1.96674
33.918	-9.40001	4.80464
34.0673	-8.4832	7.43321
34.2166	-7.1968	9.73795
34.3806	-5.42513	11.7772
34.555	-3.23012	13.2656
34.7294	-0.843247	13.9661
34.8631	1.02699	13.942
35.0015	2.92557	13.4035
35.1399	4.7145	12.3628
35.2915	6.46883	10.6933
35.4535	8.02067	8.38031
35.6259	9.21828	5.45188
35.7982	9.88143	2.20736
35.9377	9.99935	-0.522098
36.0772	9.73668	-3.23168
36.2167	9.10341	-5.81826
36.3632	8.06635	-8.29384
36.5206	6.57553	-10.5648
36.6884	4.63835	-12.4192
36.8672	2.29642	-13.6419
37.014	0.258776	-14.0113
37.1609	-1.78978	-13.7899
37.3077	-3.76287	-12.9872
37.4546	-5.57731	-11.6369
37.6113	-7.25244	-9.65661
37.7782	-8.65245	-7.04004
37.9559	-9.62368	-3.83873
38.1052	-9.98295	-0.956837
38.2544	-9.90729	1.96674
38.4037	-9.40001	4.80464
38.553	-8.48319	7.43321
38.7023	-7.1968	9.73794
38.8663	-5.42512	11.7772
39.0407	-3.23011	13.2656
39.2151	-0.843245	13.9661
39.3488	1.02699	13.9419
39.4872	2.92557	13.4035
39.6256	4.7145	12.3628
39.7772	6.46883	10.6933
39.9392	8.02066	8.3803
40.1116	9.21827	5.45187
40.2839	9.88142	2.20736
40.4234	9.99935	-0.522099
40.5629	9.73667	-3.23168
40.7024	9.1034	-5.81826
40.8489	8.06634	-8.29384
41.0063	6.57553	-10.5648
41.1741	4.63835	-12.4192
41.3529	2.29641	-13.6419
41.4997	0.258775	-14.0113
41.6466	-1.78978	-13.7899
41.7934	-3.76287	-12.9872
41.9403	-5.5773	-11.6368
42.097	-7.25243	-9.6566
42.2639	-8.65244	-7.04003
42.4416	-9.62368	-3.83872
42.5909	-9.98294	-0.956834
42.7401	-9.90728	1.96674
42.8894	-9.4	4.80463
43.0387	-8.48318	7.4332
43.188	-7.19679	9.73793
43.352	-5.42512	11.7772
43.5264	-3.23011	13.2656
43.7008	-0.843244	13.9661
43.8345	1.02699	13.9419
43.9729	2.92556	13.4035
44.1113	4.7145	12.3628
44.2629	6.46882	10.6932
44.4249	8.02066	8.38029
44.5973	9.21827	5.45187
44.7696	9.88141	2.20735
44.9091	9.99934	-0.5221
45.0486	9.73667	-3.23168
45.1881	9.10339	-5.81825
45.3346	8.06633	-8.29383
45.492	6.57552	-10.5648
45.6598	4.63834	-12.4192
45.8386	2.29641	-13.6418
45.9854	0.258773	-14.0112
46.1323	-1.78978	-13.7899
46.2791	-3.76286	-12.9872
46.426	-5.5773	-11.6368
46.5827	-7.25243	-9.65659
46.7496	-8.65244	-7.04003
46.9273	-9.62367	-3.83872
47.0766	-9.98293	-0.956832
47.2258	-9.90727	1.96674
47.3751	-9.39999	4.80463
47.5244	-8.48318	7.4332
47.6737	-7.19678	9.73792
47.8377	-5.42511	11.7771
48.0121	-3.23011	13.2656
48.1865	-0.843243	13.9661
48.3202	1.02699	13.9419
48.4586	2.92556	13.4035
48.597	4.71449	12.3628
48.7486	6.46882	10.6932
48.9106	8.02065	8.38028
49.083	9.21826	5.45186
49.2553	9.8814	2.20735
49.3948	9.99933	-0.522101
49.5343	9.73666	-3.23168
49.6738	9.10339	-5.81825
49.8203	8.06632	-8.29382
49.9777	6.57551	-10.5648
50	6.33695	-10.847
